,FR,BE,DE,CH,IT,ES,UK,NL,IE,PT
total system cost [1e9€],407.72996763126116,407.72996763126116,407.72996763126116,407.72996763126116,407.72996763126116,407.72996763126116,407.72996763126116,407.72996763126116,407.72996763126116,407.72996763126116
elec_demand_tot [TWh],502.4703747482499,114.24706410974197,648.7889066703203,69.97747252572596,411.51982984401894,329.64434521438585,537.1793539777697,207.45604279958184,45.50177967130693,72.4330849719168
H2_demand_tot [TWh],49.764499999999984,25.89999999999999,148.40000000000003,5.5,30.300000000000008,58.6,56.29999999999998,44.39999999999999,19.200000000000006,7.399999999999999
CH4_demand_tot [TWh],133.9730814504677,41.0,111.99999999999999,6.999999999999999,99.0,84.0,87.0,75.0,7.9999999999999964,12.0
elec_price_weighted_by_demand [€/MWh],137.46392391254852,133.39213700262604,133.1000004022831,133.25045224168088,147.2433255230983,125.10314810925512,143.96286968442882,142.9126845596115,146.1449269778926,125.48102431008296
CH4_price_weighted_by_demand [€/MWh],175.00000000060714,175.00000000659222,175.00000000040555,175.00000000845972,175.00000000731401,175.000000004719,175.00000002167948,175.00000000292022,175.00000000249193,175.00000000936464
H2_price_weighted_by_demand [€/MWh],125.21215669713227,125.21215669713227,125.21215669713224,125.2121566971322,125.21215669713219,125.21215669713223,125.21215669713227,125.21215669713222,125.21215669713213,125.2121566971323
load_shifted [TWh],24.484401682299474,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
load_shifted [%],4.872805027473862,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
attributed_cost [1e9€],63.81692649914042,15.26273459863503,96.42771074982873,8.634880220649096,50.409283338773015,42.96768429133274,77.17706738418923,42.58752373912545,13.728223108836726,9.253951948886174
primary_gene_elec [TWh],661.6821333624499,112.66137132804673,956.0870463926582,101.48193083479353,476.18689982036614,486.6692894650124,638.8270103745358,340.49767917704645,187.40369429133844,116.29349950792832
gene_elec [TWh],663.8583483945886,126.03129198521222,997.8734595176185,102.72541095535179,510.10136030918136,491.38802402707364,692.1195190899994,360.56160062302746,188.69335905474642,116.37087395269849
gene_curtailed [TWh],6.1438143384198876,7.568347910540052,11.791740113836022,2.624992660262638,6.938378948216735,3.2369044730668906,4.090187793853171,7.879225673021621,3.812168564764739,2.9636834671397887
gene_curtailed [%],0.9285144676944886,6.717784295828054,1.2333333202585026,2.58666014596822,1.4570705222747888,0.6651137729740799,0.640265318690133,2.3140321226461897,2.034201395645023,2.548451529689963
imports [TWh/yr],103.84922826912609,49.524970144923195,109.46577301703643,10.971419732427243,12.661425517671464,62.59307087834837,84.71032746850697,49.51242653099004,36.88356089243244,37.757264859395896
exports [TWh/yr],111.71578949613688,30.661133452396395,128.36291468641497,6.812308041502813,8.148629510529636,67.9839917079202,66.24736227112179,43.7068058134621,54.80596223845808,39.540368619499034
net_imports [TWh/yr],-7.866561227010791,18.8638366925268,-18.89714166937854,4.15911169092443,4.512796007141828,-5.390920829571826,18.462965197385188,5.805620717527944,-17.922401346025637,-1.7831037601031383
lost_load [TWh/yr],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lost_load [% of demand],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
primary_gene_CH4 [TWh],170.62835999998964,19.70338660185667,115.02841589359278,7.999999999989422,86.30420313426686,76.22809569856321,70.56505089429052,25.1446862252134,15.999999999988292,13.99999999998896
gene_CH4 [TWh],170.62835999998964,19.704243999145604,143.50565671133907,9.001495086738995,86.30420313426686,89.97554805381414,70.56821582350284,47.08608164132453,32.03877230111693,16.09529899521466
gene_H2 [TWh],111.97461229757876,14.406614329218478,174.5996226047492,22.43713900211063,59.93201827464096,81.36729964208499,111.76091440598701,74.17753026227301,62.13302117828614,25.55456731084847
biogas_import [TWh/yr],0.0,11.703386601860585,0.028415893610605123,0.0,12.304203134282433,4.228095698578103,14.565050894305415,15.144686225217447,0.0,0.0
H2_import [TWh/yr],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CH4_imports [TWh/yr],0.0,23.50346725524832,0.028591001436754953,0.0,25.662222314169924,5.2028756010606445,36.24501225381201,45.21193719151979,0.0,0.0
CH4_exports [TWh/yr],33.40947549005454,1.5207963418617603,25.322616402258348,2.0014949977839085,11.265328404765608,11.178419620196971,10.594913441121674,12.427228840061892,24.038537036271546,4.095295042871203
CH4_net_imports [TWh/yr],-33.40947549005454,21.98267091338656,-25.294025400821592,-2.0014949977839085,14.396893909404316,-5.9755440191363265,25.65009881269033,32.784708351457894,-24.038537036271546,-4.095295042871203
H2_trade_imports [TWh/yr],0.0,33.31864359089603,39.30331182682783,0.0,25.758017666574982,0.0,27.214390526280688,0.4151455879445507,0.0,0.0
H2_trade_exports [TWh/yr],37.43290521490779,0.0,0.0,14.864672134513878,0.0,14.90274203865713,0.0,0.0,40.783579905935426,18.025609904509857
H2_net_trade_imports [TWh/yr],-37.43290521490779,33.31864359089603,39.30331182682783,-14.864672134513878,25.758017666574982,-14.90274203865713,27.214390526280688,0.4151455879445507,-40.783579905935426,-18.025609904509857
CH4_import_cost [M€/yr],0.0,4113.106769823395,5.003425251443714,0.0,4490.88890516743,910.5032302101648,6342.877145202874,7912.089008647991,0.0,0.0
CH4_export_revenue [M€/yr],5846.658210779828,266.1393598358334,4431.457870405482,350.26162462911594,1971.432470916376,1956.2234335872201,1854.1098524259853,2174.7650470471212,4206.743981407423,716.6766325408114
H2_trade_import_cost [M€/yr],0.0,4171.899222239175,4921.2524391770185,0.0,3225.216944274688,0.0,3407.5725309936097,51.98127440983619,0.0,0.0
H2_trade_export_revenue [M€/yr],4687.054793397934,0.0,0.0,1861.2376565582474,0.0,1866.0044713612772,0.0,0.0,5106.599997852001,2257.0254919248678
lcoe_elec [€/MWh],75.70270679320724,124.1017016659225,94.4016067528428,62.70352245149683,96.82885858346748,69.83448393218464,114.93439232043444,122.90554511334739,79.07256218010652,70.18138565984296
lcoe_CH4 [€/MWh],46.79792931147548,121.59054861091074,81.44536192364828,88.34901283088854,91.40160405081735,81.84226699727945,89.90888855448097,147.0619971915283,113.5562125191182,98.65612162412307
lcoe_H2 [€/MWh],101.77027443382526,125.2121569289678,125.21215670978586,125.2121567782565,125.21215674434366,125.21215672143069,125.21215672307581,125.21215673807887,125.21215674303964,125.2121567775726
lcoe_elec_volume [€/MWh],78.3017661804297,84.35715761915807,87.37952149562717,61.00631679771189,81.44281469634247,70.28019786135057,92.19718493818972,109.50322634493757,91.01839987429314,71.48946160775408
lcoe_CH4_volume [€/MWh],58.316762173251576,57.472780132492915,104.90254020907915,109.39975471550133,78.33422612573708,85.7965127243952,65.94207335364877,104.22096701315267,498.9030575364248,130.89152141780937
lcoe_H2_volume [€/MWh],253.32426906477585,78.35200167091493,171.35211984318875,452.62259069199786,254.40383233072862,179.8259558165371,282.1811762755314,287.6943210315523,500.3111289235971,468.70078893627783
lcoe_elec_value [€/MWh],87.43609824499207,92.06729984095298,103.73695986206016,73.64008138362394,90.68713022240622,82.01044024617106,105.40336676143406,139.07442875969394,146.70048259755922,86.76561010245074
lcoe_CH4_value [€/MWh],58.316763964796685,57.47159177990937,92.32707143420683,104.62637186353788,78.33422634735922,79.8356374865037,65.93976849584375,86.56956387581224,448.79429492410924,124.94588985254809
lcoe_H2_value [€/MWh],161.09524042841002,44.34380127505756,109.33007098267998,297.95618446592414,128.85204440165995,122.38406929491086,156.17961859001943,179.34140665114083,389.2296831519818,328.81552093940655
transport_and_distrib_lcoe [€/yr/MWh],,,,,,,,,,
footprint [MtCO2eq/yr],66.60815862144929,66.60815862144929,66.60815862144929,66.60815862144929,66.60815862144929,66.60815862144929,66.60815862144929,66.60815862144929,66.60815862144929,66.60815862144929
