direction,partner,congestion_rent_M€yr,cap_gw,mean_util_pct,mean_flow_gw,pct_hours_at_full,pct_hours_idle,energy_twh
FR→DE,DE,1373.4265740271676,12.6,31.80834730670332,4.007851760644618,20.136986301369863,52.237442922374434,35.10878142324685
DE→FR,DE,1523.8875848067873,11.0,30.423010876256885,3.3465311963882574,21.27853881278539,58.20776255707762,29.315613280361134
FR→CH,CH,608.3832427004145,3.3,37.95667975690347,1.2525704319778144,28.34474885844749,52.5,10.972516984125654
CH→FR,CH,521.311261779677,2.0,38.88303676656857,0.7776607353313714,31.643835616438352,52.64840182648401,6.812308041502813
FR→IT,IT,1006.0527267496273,3.1,46.62944390503075,1.445512761055953,37.67123287671233,42.51141552511415,12.66269178685015
IT→FR,IT,728.2920600803357,3.1,30.006737039805707,0.9302088482339768,23.08219178082192,61.95205479452055,8.148629510529636
FR→ES,ES,1415.2164096173956,10.2,25.80687862826851,2.6323016200833877,15.068493150684931,60.30821917808219,23.058962191930476
ES→FR,ES,2164.3688131835606,9.5,36.31693192072572,3.4501085324689442,24.08675799086758,48.72146118721461,30.22295074442795
FR→UK,UK,1717.3327415898984,9.8,34.843953394352496,3.4147074326465447,24.726027397260275,52.910958904109584,29.91283710998373
UK→FR,UK,1723.3021244189763,9.5,35.280116142426834,3.351611033530549,26.746575342465757,55.4337899543379,29.36011265372761
