area,phs,battery_1h,battery_2h,battery_4h,battery_8h,h2_saltcavern,ch4_reservoir,str_dummy
BE,26.0,7.774168793185936e-07,4.174132569850721e-06,17.467069530092605,24.432133918310704,0.0,0.0,0.0
CH,62.400000000000006,8.005392548731513e-07,5.578562088249122e-06,6.12293258882208,3.573868448964672e-06,0.0,0.0,0.0
DE,130.0,7.278628301043419e-07,3.9168869905552625e-06,70.31968107209596,115.55775742231846,0.0,0.0,0.0
ES,128.0,6.45941179550938e-07,2.8420690078037138e-06,116.62130084506238,35.60010550125501,0.0,0.0,0.0
FR,133.64706245757202,1.7264059682989723e-06,9.870867937939146e-06,67.70167643041367,0.001229628573867118,3999.999906052469,118900.0,0.0
IE,0.0,2.374316853802254e-06,3.0861983230732157,2.9708078466559584,4.4916575056061405e-05,0.0,0.0,0.0
IT,144.4,7.320891608792162e-07,3.3414125216526904e-06,113.1218767317405,103.43655374220403,0.0,0.0,0.0
NL,0.0,7.734070384433494e-07,4.151086330036369e-06,24.70645834268927,23.86766924296958,0.0,0.0,0.0
PT,94.0,6.423221322467213e-07,2.8230639332972866e-06,5.186420237126108,0.017549756492467112,0.0,0.0,0.0
UK,56.0,2.380956553687427e-06,0.0394710419185613,78.79863824021677,4.50772125468532e-05,0.0,0.0,0.0
