area,H2_import,biogas_import,biomass_coge,coal,geothermal_coge,lake,lost_load,marine,methanization,natural_gas,nuclear,offshore_float,offshore_ground,onshore,pv_ground,pv_roof_com,pv_roof_indiv,pyrogazification,river,rsv_dummy,waste,ch4_ccgt,ch4_ocgt,electrolysis,h2_ccgt,methanation,ocgt_coge,battery_1h,battery_2h,battery_4h,battery_8h,ch4_reservoir,h2_saltcavern,phs,str_dummy
BE,0.0,64.32061515471267,0.37,0.0,0.0,0.0,0.0,0.0,0.913242009130006,0.0,0.0,5.0,3.0,11.6,17.0,24.2,10.3,0.0,0.1,0.0,0.66,1.140374683892601e-06,0.0374640117978617,6.457663836727602,10.167434049596695,0.0007213489830324739,6.494750565964162e-12,3.5605867610748777e-06,9.550808602487788e-06,7.023940552216038,2.229700397490758,0.0,0.0,1.3,0.0
CH,0.0,0.0,0.0,0.0,0.0,7.9,0.0,0.0,0.4566210045640641,0.0,0.0,0.0,0.0,11.7,13.6,19.4,8.2,0.4566210045616627,8.2,0.0,0.0,3.3349710268763864e-07,1.6921881969595372e-07,9.997817944441717,2.7571924718961913,0.48987645235666694,0.0,4.178064629096122e-06,1.8135803902352867e-05,0.7954548623482315,1.6641503035423206e-06,0.0,0.0,3.12,0.0
DE,0.0,25.73870175962295,0.4,0.0,0.05,0.4,0.0,0.0,10.273972602736894,0.0,0.0,40.4,24.7,129.6,125.8,179.1,76.2,2.8538812785340677,4.29,0.0,0.0,1.1520212405831527e-06,5.519334356279202,68.24235718322005,44.0581203542379,7.809936680100457,0.0,3.44656067963338e-06,9.113151821825396e-06,20.015804402074487,10.341850567110354,0.0,0.0,6.5,0.0
ES,0.0,68.02706442026209,0.23,0.0,1.43,11.7,0.0,3.7,6.39269406392439,0.0,0.0,6.7,4.1,89.4,50.1,70.9,30.6,1.826484018260197,4.5,0.0,0.26,6.714443185095473e-07,1.5656959942810705e-06,32.48154435381987,18.942213651125925,5.9842402449274915e-05,0.0,3.434167885770763e-06,8.133892821230186e-06,23.04349208059375,2.9353964251537006,0.0,0.0,6.4,0.0
FR,0.0,0.0,0.0,0.0,0.135,13.03119,0.0,1.39303,18.551599338146044,0.0,2.095714285714286,29.2981,18.49108,80.65538,69.27483,85.9395,41.81914,0.92652398615341,7.6,0.0,2.841376989468684,9.496196310170292,0.3570288953838749,27.67217940390897,1.0542415301974615,3.4705561006586484e-06,8.230601991747063e-12,7.879242824977658e-06,2.317894374180821e-05,18.182619216086795,5.344850460533396e-05,88.417,7.437948715400729,5.060000000169328,0.0
IE,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,1.598173515979196,0.0,0.0,16.4,10.0,18.4,5.9,8.4,3.6,0.22831050227783456,0.2,0.0,0.0,2.4120900497669087e-06,2.8417072822459013,18.626165407083885,2.1403085778451603,4.780550460126967,6.791974034258489e-12,3.4105218081363936e-06,7.349385980034122e-06,1.6915088597739765,0.014948228440626057,0.0,0.0,0.0,0.0
IT,0.0,64.02534578141788,0.57,0.0,1.3,9.0,0.0,0.0,4.2237442922348345,0.0,0.0,8.6,5.3,67.6,62.370000000000005,88.83,37.8,4.22374429223226,13.0,0.0,0.79,1.8479883700690233e-06,1.874409202336376,24.126439172466124,26.878508908172574,4.1837341747203644e-07,7.27038990807113e-12,3.653285083923096e-06,8.260395316936796e-06,30.699363358996205,15.066298148493576,0.0,0.0,7.22,0.0
NL,0.0,64.35281609244639,0.15,0.0,0.0,0.0,0.0,0.0,1.1415525114130867,0.0,0.0,37.2,22.8,12.0,24.2,34.5,14.7,0.0,0.04,0.0,0.0,1.150496768008541e-06,4.242304278401613,24.265892665726284,19.945784677375414,5.706292769068811,6.797695015616704e-12,3.553966126737676e-06,9.518569918591144e-06,6.289749766385082,1.593707018120908,0.0,0.0,0.0,0.0
PT,0.0,0.0,0.46,0.0,0.0,2.8,0.0,0.0,0.5707762557055991,0.0,0.0,4.5,2.7,17.0,10.9,15.6,6.6,1.0273972602693646,0.8,0.0,0.0,6.824527507684823e-07,1.5667350461847746e-06,9.449712951490445,1.8379133460150332,5.614386580386361e-05,0.0,3.427001002420042e-06,8.112498544627732e-06,1.031662806564269,0.013088618129727815,0.0,0.0,4.7,0.0
UK,0.0,64.82512168908964,0.26,0.0,0.0,0.0,0.0,0.0,4.109589041093168,0.0,0.0,54.6,33.4,61.1,36.2,51.5,21.9,2.2831050228257,2.2,0.0,0.0,2.2577815340899866e-06,18.923009303438583,38.19927039752201,52.04768316997654,3.7471555554295275,1.3827243225766903e-11,3.409711144437832e-06,7.337116300015361e-06,20.274782723075415,1.7317133599601582,0.0,0.0,2.8,0.0
