area,phs,battery_1h,battery_2h,battery_4h,battery_8h,h2_saltcavern,ch4_reservoir,str_dummy
BE,0.0,7.857899522632634e-05,0.00034632864454887366,467.6460669264691,278.3455242002559,0.0,0.0,0.0
CH,0.0,9.220618470364607e-05,0.000657635247938063,52.960490629056345,0.00020774485626355197,0.0,0.0,0.0
DE,0.0,7.606254063316167e-05,0.00033045846162164504,1332.6297589529686,1291.0289743602098,0.0,0.0,0.0
ES,0.0,7.578904265231837e-05,0.0002949488564715551,1534.2098014114083,366.4413647745922,0.0,0.0,0.0
FR,1.7967061172791604e-06,0.00017388790833566914,0.0008405081184522983,1210.5783498042194,0.006672265049077356,79.56483452729952,0.0,0.0
IE,0.0,7.526719466875973e-05,0.00026650129749943,112.61875859627101,1.8660679640429045,0.0,0.0,0.0
IT,0.0,8.062476508319669e-05,0.0002995360531889836,2043.9291057854566,1880.8072423627812,0.0,0.0,0.0
NL,0.0,7.843288369222031e-05,0.0003451596147671381,418.76446964996927,198.95104108144182,0.0,0.0,0.0
PT,0.0,7.56308758864469e-05,0.000294173063434,68.68695005282899,1.633922781049853,0.0,0.0,0.0
UK,0.0,7.524930403916019e-05,0.00026605637793012364,1349.8722444687514,216.17911692761163,0.0,0.0,0.0
