area,phs,battery_1h,battery_2h,battery_4h,battery_8h,h2_saltcavern,ch4_reservoir,str_dummy
BE,26.0,3.5605867610748777e-06,1.9101617204975576e-05,28.09576220886415,17.837603179926063,0.0,0.0,0.0
CH,62.400000000000006,4.178064629096122e-06,3.6271607804705734e-05,3.181819449392926,1.3313202428338565e-05,0.0,0.0,0.0
DE,130.0,3.44656067963338e-06,1.8226303643650792e-05,80.06321760829795,82.73480453688283,0.0,0.0,0.0
ES,128.0,3.434167885770763e-06,1.626778564246037e-05,92.173968322375,23.483171401229605,0.0,0.0,0.0
FR,101.00000037578444,7.879242824977658e-06,4.635788748361642e-05,72.73047686434718,0.00042758803684267167,3999.9979143410933,118900.0,0.0
IE,0.0,3.4105218081363936e-06,1.4698771960068243e-05,6.766035439095906,0.11958582752500846,0.0,0.0,0.0
IT,144.4,3.653285083923096e-06,1.652079063387359e-05,122.79745343598482,120.53038518794861,0.0,0.0,0.0
NL,0.0,3.553966126737676e-06,1.9037139837182287e-05,25.15899906554033,12.749656144967265,0.0,0.0,0.0
PT,94.0,3.427001002420042e-06,1.6224997089255463e-05,4.126651226257076,0.10470894503782252,0.0,0.0,0.0
UK,56.0,3.409711144437832e-06,1.4674232600030722e-05,81.09913089230166,13.853706879681265,0.0,0.0,0.0
