direction,partner,congestion_rent_M€yr,cap_gw,mean_util_pct,mean_flow_gw,pct_hours_at_full,pct_hours_idle,energy_twh
FR→DE,DE,977.6492277803914,12.6,25.288655474625497,3.186370589802813,15.034246575342467,59.942922374429216,27.91260636667264
DE→FR,DE,1427.2554234695735,11.0,32.153212971866466,3.536853426905311,21.141552511415526,52.56849315068494,30.982836019690524
FR→CH,CH,499.3835639135473,3.3,37.0632486396761,1.2230872051093111,26.15296803652968,52.45433789954338,10.714243916757566
CH→FR,CH,452.79631571108484,2.0,36.52892472031775,0.7305784944063549,29.577625570776256,54.863013698630134,6.39986761099967
FR→IT,IT,1091.7142755429486,3.1,45.738326941492204,1.4178881351862584,38.03652968036529,46.16438356164384,12.420700064231623
IT→FR,IT,631.2499674338181,3.1,30.166387189428903,0.9351580028722959,23.550228310502284,60.36529680365297,8.191984105161312
FR→ES,ES,632.8310584373612,10.2,24.924137891871016,2.5422620649708434,14.566210045662102,62.545662100456624,22.27021568914459
ES→FR,ES,1077.9904671179393,9.5,33.317275382481945,3.165141161335784,21.358447488584474,49.22374429223744,27.72663657330147
FR→UK,UK,1521.3858322380593,9.8,29.710005188947996,2.911580508516904,20.89041095890411,59.18949771689498,25.50544525460808
UK→FR,UK,2055.897253155791,9.5,36.67916622864389,3.48452079172117,26.88356164383562,51.289954337899545,30.524402135477448
