technology,installed_power_GW,energy_capacity_GWh,annual_generation_TWh_yr,storage_loss_TWh_yr,annual_profit_M€_yr
biogas_import,64.32061515471267,,0.06432061515471267,,0.0
biomass_coge,0.37,,1.2971864928000003,,72.19183348230636
methanization,0.913242009130006,,7.99999999997885,,1052.392884655561
offshore_float,5.0,,19.406285549999996,,-306.38506617429357
offshore_ground,3.0,,10.86619842,,-172.46712424415352
onshore,11.6,,36.10242785466666,,2303.625945805703
pv_ground,17.0,,17.62680836,,246.90817576146196
pv_roof_com,24.2,,21.746231804,,-142.8215214210909
pv_roof_indiv,10.3,,10.466899655,,-731.1912685630318
river,0.1,,0.12781337013744967,,15.364304785007635
waste,0.66,,1.00091601948294,,130.051798197935
ch4_ocgt,0.0374640117978617,,0.005919509250220299,0.008879263875330452,0.0
electrolysis,6.457663836727602,,16.579442432188323,8.095651601519052,0.0
h2_ccgt,10.167434049596695,,12.388532482635679,8.259021655090457,0.0
methanation,0.0007213489830324739,,0.004252635948650391,0.0033882498841701523,0.0
battery_4h,7.023940552216038,28.09576220886415,6.845825233430783,0.7606472481561273,0.0
battery_8h,2.229700397490758,17.837603179926063,3.7277959612174247,0.41419955124428354,0.0
phs,1.3,26.0,1.6925448028063168,0.5199320636069191,267.84048570416604
