technology,installed_power_GW,energy_capacity_GWh,annual_generation_TWh_yr,storage_loss_TWh_yr,annual_profit_M€_yr
biogas_import,68.02706442026209,,0.06802706442026209,,0.0
biomass_coge,0.23,,0.8063591712000001,,48.10947148070268
geothermal_coge,1.43,,10.010026694725198,,438.1476770823622
lake,11.7,,15.522852476461695,,1757.8139644437779
marine,3.7,,14.599796699999999,,1870.594412802159
methanization,6.39269406392439,,55.99999999997766,,7366.750220103793
offshore_float,6.7,,17.483242509828568,,-1140.4472246354057
offshore_ground,4.1,,9.486938339999998,,-743.1252850388793
onshore,89.4,,190.54288326654543,,10334.87745600857
pv_ground,50.1,,73.931875614,,2376.2227134955847
pv_roof_com,70.9,,92.220314894,,1710.0998376385533
pv_roof_indiv,30.6,,43.094282633999995,,-1300.5140863124097
pyrogazification,1.826484018260197,,15.999999999959321,,1015.1680601642963
river,4.5,,12.23932700574491,,1536.986661436436
waste,0.26,,0.39430025009934,,51.72951714945097
electrolysis,32.48154435381987,,96.09964634021082,46.92493483912989,0.0
h2_ccgt,18.942213651125925,,17.915881623136848,11.943921082091233,0.0
battery_4h,23.04349208059375,92.173968322375,26.27155836361009,2.9190620386004547,0.0
battery_8h,2.9353964251537006,23.483171401229605,5.8080212802319835,0.6453356978032243,0.0
phs,6.4,128.0,9.312184167442672,2.5398453951395012,1209.7420419157072
