,0
offshore_float,5.650022862012868
offshore_ground,3.2200744396410843
onshore,17.146167781427742
pv_ground,6.856407177549153
pv_roof_com,8.32561182603815
pv_roof_indiv,4.022218132859319
river,0.7188630022228597
lake,0.3894077923114729
nuclear,0.07710551999980797
ocgt_coge,0.0
natural_gas,0.0
H2_import,
coal,0.0
biomass_coge,0.0
geothermal_coge,0.0
waste,0.0
marine,0.0
rsv_dummy,0.0
ch4_ocgt,0.41874881928833385
ch4_ccgt,0.5166254336821338
h2_ccgt,6.641245473952154
electrolysis,3.810085287165259
phs,0.3334769228857514
battery_1h,0.0
battery_2h,0.0
battery_4h,7.398734095318041
battery_8h,3.5856009366325243
h2_saltcavern,0.0
ch4_reservoir,0.0
str_dummy,0.0
lost_load,0.0
biogas,0.0
elec_network,0.0
elec_network_primarygene,0.0
TOTAL,69.11039550298665
