technology,installed_power_GW,energy_capacity_GWh,annual_generation_TWh_yr,storage_loss_TWh_yr,annual_profit_M€_yr
biogas_import,25.73870175962295,,0.025738701759622947,,0.0
biomass_coge,0.4,,1.402363776,,78.0413724744975
geothermal_coge,0.05,,0.350000933382,,15.291242563003436
lake,0.4,,0.4248893751252132,,145.41497497479193
methanization,10.273972602736894,,89.99999999997519,,11839.41976928092
offshore_float,40.4,,176.65530695173334,,-99.55972458771794
offshore_ground,24.7,,101.99283998366667,,103.3407772850187
onshore,129.6,,367.95726477257136,,23056.261827693583
pv_ground,125.8,,129.680561406,,1545.9960073976672
pv_roof_com,179.1,,161.419828284,,-1164.2331213577327
pv_roof_indiv,76.2,,76.648577208,,-5645.420148857774
pyrogazification,2.8538812785340677,,24.999999999958433,,1586.200030864796
river,4.29,,18.030543138582416,,2202.2973213756586
ch4_ocgt,5.519334356279202,,0.869311869650145,1.3039678044752172,0.0
electrolysis,68.24235718322005,,205.32650254223475,100.25981488455565,0.0
h2_ccgt,44.0581203542379,,42.76043814168192,28.506958761121282,0.0
methanation,7.809936680100457,,46.505039249963595,37.05247657091925,0.0
battery_4h,20.015804402074487,80.06321760829795,19.51673610837334,2.168526233143794,0.0
battery_8h,10.341850567110354,82.73480453688283,17.126279535744676,1.9029199482580452,0.0
phs,6.5,130.0,8.502637124811887,2.4977778196530345,1353.0793661924365
