area,peak_gw,peak_gw_pre_dsm,min_gw,mean_residual_gw,mean_demand_gw,mean_vre_gw,vre_coverage_pct,hours_negative,pct_negative,peak_hour,positive_area_GWh,negative_area_GWh
FR,64.82543227249586,71.52634101979234,-173.03771367633888,-13.716129642025678,57.968980868316095,71.68511051034177,123.66115366627473,5121,58.458904109589035,839,78089.16198660123,198242.45765074616
BE,18.409478032530572,18.409478032530572,-38.53469446960152,-0.26052191461215873,13.020604228516165,13.281126143128324,102.00084350956307,4143,47.294520547945204,738,33624.581494736805,35906.75346673932
DE,92.80522236232044,92.80522236232044,-277.2702763511099,-44.17777978443551,73.67438023206607,117.85216001650157,159.96355808529427,5969,68.1392694063927,727,85594.97210441776,472592.3230160728
CH,11.280542970940948,11.280542970940948,-35.735835040438744,-1.9151966395652447,7.98246328891838,9.897659928483625,123.99255180069551,3761,42.9337899543379,738,20031.487826710534,36808.61038930208
IT,69.53158025880644,69.53158025880644,-139.05080218215366,-2.4329983910946007,46.933831786309234,49.366830177403834,105.18389038033821,3652,41.68949771689498,762,132499.29297432266,153812.35888031137
ES,46.75673295264357,46.75673295264357,-150.6392566178885,-13.228205605956648,38.55246345387428,51.78066905983093,134.3122187815142,4665,53.25342465753424,8300,70818.55815533875,186697.639263519
UK,105.5790643607192,105.5790643607192,-140.4244426921523,-18.20530050329052,60.24726117583987,78.4525616791304,130.2176400187817,5697,65.03424657534246,666,86462.10910025037,245940.5415090753
NL,41.804211358211894,41.804211358211894,-87.37887890024479,-17.590724813264796,22.882239656196823,40.47296446946162,176.87501344957283,6449,73.61872146118722,833,26911.118207756175,181005.86757195578
IE,9.405847520163134,9.405847520163134,-47.818529918333155,-17.517185476369768,5.142155779442518,22.659341255812286,440.65839752269966,7763,88.6187214611872,811,2613.092113368817,156063.63688636798
PT,11.442011441520963,11.442011441520963,-36.55807101886865,-3.9368586644545887,8.392230219651248,12.329088884105838,146.91075627591866,5216,59.54337899543379,452,16349.180587879679,50836.06248850188
