tech,BE,CH,DE,ES,IT,UK,IE,NL,PT,FR
phs_input,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.69008898810742
battery_1h_input,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.44825321253313e-06
battery_2h_input,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.191659784138983
battery_4h_input,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.875439315568723
battery_8h_input,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8902447116893095e-06
electrolysis_input,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.5014007083182
methanation_input,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.07171878093638
str_dummy_input,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
demand,113.59540506075417,70.13420809741851,644.8774803972692,331.37520362286074,404.17919578114834,532.3486747237396,44.17078841977059,202.95218864188735,72.44186912543314,501.9164035575758
curtailment,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.81866588853379
elec_trade_exports,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
