,0
offshore_float,0.7281125360680119
offshore_ground,0.4268588578909732
onshore,2.6705589436781976
pv_ground,1.116498036158295
pv_roof_com,1.2134604598771197
pv_roof_indiv,0.6529434292693004
river,0.2567342786417318
lake,0.11154605030301365
nuclear,0.0667832185560164
ocgt_coge,0.0
natural_gas,0.0
H2_import,
coal,0.0
biomass_coge,0.0
geothermal_coge,0.0
waste,0.0
marine,0.0
rsv_dummy,0.0
ch4_ocgt,0.18682583169665187
ch4_ccgt,1.937810638548851
h2_ccgt,0.1706562298931047
electrolysis,0.2906057807496304
phs,0.07571834496246005
battery_1h,0.0
battery_2h,0.39616689412749845
battery_4h,0.6110322281423363
battery_8h,0.0
h2_saltcavern,0.0
ch4_reservoir,0.0
str_dummy,0.0
lost_load,0.0
biogas,0.0
elec_network,0.0
elec_network_primarygene,0.0
TOTAL,10.912311758563193
