tech,BE,CH,DE,ES,IT,UK,IE,NL,PT,FR
phs_input,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.863935600792178
battery_1h_input,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.827188466580781e-07
battery_2h_input,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.895564397150296
battery_4h_input,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.658068266313606
battery_8h_input,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.635374569060463e-07
electrolysis_input,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.69726525173272
methanation_input,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.13088789277239
str_dummy_input,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
demand,114.24706410974197,69.97747252572596,648.7889066703203,329.64434521438585,411.51982984401894,537.1793539777697,45.50177967130693,207.45604279958184,72.4330849719168,502.4703747482499
curtailment,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.21628237157385
elec_trade_exports,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
