tech,FR
offshore_float,40.79509382420091
offshore_ground,38.25856855022831
onshore,28.6689805148142
pv_ground,12.800893721461188
pv_roof_com,11.231299200913243
pv_roof_indiv,12.405686187214611
river,64.49939648338334
lake,15.704880311045551
nuclear,69.99999999987753
methanization,99.99999999635773
pyrogazification,0.0
ocgt_coge,0.0
natural_gas,
biogas_import,
H2_import,
coal,
biomass_coge,
geothermal_coge,79.9088889
waste,17.31209387510274
marine,45.04441780821917
rsv_dummy,
ch4_ocgt,2.2129084761515974
ch4_ccgt,21.6135898344402
h2_ccgt,28.833567047117803
electrolysis,48.057398976560755
methanation,47.87850151770327
phs,24.905835731880966
battery_1h,0.0
battery_2h,7.677057966228708
battery_4h,11.25646921374858
battery_8h,0.0
h2_saltcavern,44.10742658647342
ch4_reservoir,5.954879908558784
str_dummy,
lost_load,
