tech,FR
offshore_float,104.70116148128389
offshore_ground,61.9719412531034
onshore,202.5581385448203
pv_ground,77.68190490884069
pv_roof_com,84.552592020495
pv_roof_indiv,45.446453165425396
river,42.9411182027773
lake,17.92762726321925
nuclear,12.85091999997752
methanization,162.5120099999856
pyrogazification,0.0
ocgt_coge,0.0
natural_gas,0.0
biogas_import,0.0
H2_import,0.0
coal,0.0
biomass_coge,0.0
geothermal_coge,0.9450025201314001
waste,4.309060221438507
marine,5.49674453973
rsv_dummy,0.0
ch4_ocgt,2.830147165327099
ch4_ccgt,24.916236937138596
h2_ccgt,1.455974200674832
electrolysis,52.20556949529174
methanation,21.77881258749081
phs,11.039661123194193
battery_1h,0.0
battery_2h,0.8893076179022285
battery_4h,10.41838781373691
battery_8h,0.0
h2_saltcavern,25.96480702954799
ch4_reservoir,46.12250523825368
str_dummy,0.0
lost_load,0.0
