,0
offshore_float,0.7329081303689873
offshore_ground,0.4338035887717238
onshore,2.633255801082664
pv_ground,1.0875466687237698
pv_roof_com,1.18373628828693
pv_roof_indiv,0.6362503443159555
river,0.25764670921666377
lake,0.10756576357931551
nuclear,0.07710551999986512
ocgt_coge,0.0
natural_gas,0.0
H2_import,
coal,0.0
biomass_coge,0.0
geothermal_coge,0.0
waste,0.0
marine,0.0
rsv_dummy,0.0
ch4_ocgt,0.22924192039149502
ch4_ccgt,2.9899484324566314
h2_ccgt,0.05095909702361912
electrolysis,0.2610278474764587
phs,0.06623796673916515
battery_1h,0.0
battery_2h,0.051579841838329255
battery_4h,0.6042664931967409
battery_8h,0.0
h2_saltcavern,0.0
ch4_reservoir,0.0
str_dummy,0.0
lost_load,0.0
biogas,0.0
elec_network,0.0
elec_network_primarygene,0.0
TOTAL,11.403080413468315
