,FR,BE,DE,CH,IT,ES,UK,NL,IE,PT
total system cost [1e9€],397.7952682911664,397.7952682911664,397.7952682911664,397.7952682911664,397.7952682911664,397.7952682911664,397.7952682911664,397.7952682911664,397.7952682911664,397.7952682911664
elec_demand_tot [TWh],503.6848593933574,113.4482485621577,641.2015388818651,69.92281093877688,404.93253228773546,334.85607405111864,527.1422170500676,198.45290214680193,45.0797215296176,72.77827196417314
H2_demand_tot [TWh],49.764499999999984,25.89999999999999,148.40000000000003,5.5,30.300000000000008,58.6,56.29999999999998,44.39999999999999,19.200000000000006,7.399999999999999
CH4_demand_tot [TWh],134.61111460558357,41.0,111.99999999999999,6.999999999999999,99.0,84.0,87.0,75.0,7.9999999999999964,12.0
elec_price_weighted_by_demand [€/MWh],140.3930047797967,131.90337487294588,131.74658804187072,138.2909128886659,148.33204303038355,128.4051991047875,140.6845967162479,137.39520539275773,141.7205343719352,128.69827140961618
CH4_price_weighted_by_demand [€/MWh],175.00000000361482,175.00000011120915,175.00000000659955,175.0000000930464,175.00000006935863,175.0000000549615,175.00000008475376,175.00000001505043,175.00000001372496,175.0000000960777
H2_price_weighted_by_demand [€/MWh],125.13486139738988,125.13486139738986,125.13486139738976,125.13486139738981,125.13486139738983,125.13486139738977,125.13486139738986,125.13486139738984,125.13486139738976,125.1348613973899
load_shifted [TWh],23.880195732913744,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
load_shifted [%],4.741098583283855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
attributed_cost [1e9€],65.146310306853,13.452680714013953,95.68674675663227,8.742751919790903,47.93851506858175,42.14268880639271,74.1841063057321,39.21097426034187,15.089685717921503,9.730584492996401
primary_gene_elec [TWh],640.7935112932687,112.79554383711006,977.3480575331049,100.41355407497525,475.84874975724654,486.997468164954,688.6878516195773,353.3856902262964,198.49933798605886,110.13143443412648
gene_elec [TWh],643.63525804185,125.84724183435995,1023.0355157078927,103.67530222764186,514.3942130301194,497.5898094219392,729.8117828538864,372.47310159425456,199.24002092584485,110.40989807341312
gene_curtailed [TWh],9.073247684218464,7.7416513285070305,10.989908768164797,2.7316322569618507,9.125372290252733,3.8668063836166993,3.131027422171513,7.8878805263199725,2.903148013644923,3.4853352196943086
gene_curtailed [%],1.415939382080596,6.863437211390974,1.1244621282518428,2.720382006319822,1.9177043745324596,0.7940095455089611,0.45463665647772367,2.2320882662987396,1.4625479576404525,3.1647051884891337
imports [TWh/yr],114.12650330573561,48.01306308941425,109.72566255723133,10.878756606818667,11.238110185158675,60.4854693078322,82.18796417413823,50.20187074850645,39.27421588042669,38.3479436307633
exports [TWh/yr],112.48203842556208,30.65315687426787,133.8899320204492,6.5060061711070745,9.485841285640566,68.75215053624115,71.35866590099972,45.20066662979034,51.098402805799054,35.10915243747704
net_imports [TWh/yr],1.6444648801735298,17.35990621514638,-24.164269463217877,4.372750435711593,1.7522688995181088,-8.266681228408949,10.829298273138505,5.00120411871611,-11.824186925372366,3.2387911932862536
lost_load [TWh/yr],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lost_load [% of demand],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
primary_gene_CH4 [TWh],170.62835999991697,9.409192544655886,115.01379841914651,7.99999999991423,75.4454305884834,73.5013666120112,57.52782502100561,11.457471240575668,15.999999999901434,13.999999999913822
gene_CH4 [TWh],170.62835999991697,9.4147485087903,153.15898161943488,8.495266909641865,75.4454305884834,75.89734144657831,77.7696137385787,47.90403240776969,45.39563315273894,14.009196432628306
gene_H2 [TWh],102.83454680606657,13.7552037658705,182.53715179651138,23.892611373234352,63.83769248094322,93.43930761709646,114.7775471656122,70.31493539546504,58.12493762993407,25.136797230161843
biogas_import [TWh/yr],0.0,1.4091925446847702,0.01379841923948762,0.0,1.445430588577085,1.5013666121011768,1.5278250211052047,1.4574712406046335,0.0,0.0
H2_import [TWh/yr],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CH4_imports [TWh/yr],0.0,33.858727946142125,0.014319897469283674,0.0,36.29043891080592,12.1035888721973,43.28651378252629,50.612730165695915,0.0,0.0
CH4_exports [TWh/yr],31.781403877052227,1.6091286595813772,38.88716454834419,1.4952659600965863,12.458476364846224,4.000929167120205,25.01954254511605,21.510825647670615,37.39438755949537,2.009195245514006
