direction,partner,congestion_rent_M€yr,cap_gw,mean_util_pct,mean_flow_gw,pct_hours_at_full,pct_hours_idle,energy_twh
FR→DE,DE,1214.5295226233175,12.6,30.697626944983686,3.867900995067944,19.897260273972602,56.79223744292238,33.882812716795186
DE→FR,DE,1802.810687092794,11.0,37.01242808934946,4.071367089828441,25.719178082191778,50.513698630136986,35.665175706897145
FR→CH,CH,615.9740709903085,3.3,37.636102778738746,1.2419913916983787,26.575342465753426,52.71689497716895,10.879844591277797
CH→FR,CH,471.9469353489627,2.0,37.13473841956093,0.7426947683912186,29.920091324200914,54.18949771689498,6.5060061711070745
FR→IT,IT,1020.691657316891,3.1,41.38766426782122,1.283017592302458,32.682648401826484,49.70319634703196,11.239234108569532
IT→FR,IT,767.1485261327947,3.1,34.930922395200206,1.0828585942512063,26.15296803652968,56.08447488584475,9.485841285640566
FR→ES,ES,1212.5091654738626,10.2,28.40716046893312,2.8975303678311786,17.773972602739725,58.51598173515982,25.382366022201126
ES→FR,ES,1924.5353833480394,9.5,36.53012704589882,3.4703620693603874,25.525114155251146,49.2351598173516,30.400371727596994
FR→UK,UK,2103.7377916972837,9.8,36.22423467840652,3.549974998483839,25.719178082191778,53.093607305936075,31.09778098671843
UK→FR,UK,2635.401509136911,9.5,38.549053360013914,3.662160069201321,30.23972602739726,52.374429223744286,32.080522206203575
