area,peak_gw,peak_gw_pre_dsm,min_gw,mean_residual_gw,mean_demand_gw,mean_vre_gw,vre_coverage_pct,hours_negative,pct_negative,peak_hour,positive_area_GWh,negative_area_GWh
FR,59.66608841791438,59.93392836067507,-162.78081608054381,-11.688775287848301,57.498271620246264,69.18704690809456,120.32891591080879,4997,57.04337899543379,8408,73193.05645283691,175586.72797438802
BE,16.801667965090278,16.801667965090278,-38.84688214575927,0.33685014124778323,12.950713306182386,12.613863164934605,97.398983876147,3906,44.58904109589041,498,34263.73374384862,31312.92650651804
DE,93.30358671230681,93.30358671230681,-276.1198119684363,-38.13595995465816,73.19652270340926,111.33248265806743,152.10078094718278,5748,65.61643835616438,809,95008.06865542573,429079.0778582312
CH,9.265453815076738,9.265453815076738,-35.75298218940564,-1.8655986950893984,7.9820560432393695,9.847654738328767,123.37240787315093,3919,44.737442922374434,1314,18221.22432823607,34563.8688972192
IT,61.59143310497907,61.59143310497907,-150.430108573745,-5.050999104452328,46.22517491869126,51.27617402314359,110.92694427514205,3942,45.0,354,118004.93177666845,162251.68393167085
ES,46.59176305216923,46.59176305216923,-143.87474352516995,-14.757551503558268,38.22557922957975,52.98313073313803,138.60648236335572,4788,54.657534246575345,8420,70259.81940695629,199535.97057812673
UK,93.5508532512008,93.5508532512008,-126.22255856837182,-18.337225812227132,60.17605217466525,78.51327798689239,130.47263014031236,5419,61.86073059360731,499,83839.41155464112,244473.50966975075
NL,38.374827403686616,38.374827403686616,-90.82238415095156,-17.626358637385216,22.654440884338122,40.28079952172334,177.8053129952591,6430,73.40182648401826,737,26725.59231372003,181132.49397721453
IE,7.130613319935683,7.130613319935683,-49.8419852589721,-17.501648307447628,5.1460869326047485,22.64773524005238,440.0962427696296,7768,88.67579908675799,2204,2234.7602071831643,155549.1993804244
PT,11.884155046237774,11.884155046237774,-34.58944563857857,-3.588843305496014,8.308021913718395,11.896865219214408,143.19732594313496,5069,57.86529680365297,524,16724.31929696783,48162.586653112914
