area,phs,battery_1h,battery_2h,battery_4h,battery_8h,h2_saltcavern,ch4_reservoir,str_dummy
BE,26.0,6.073111659985326e-06,3.1490294302946276e-05,25.339858641205613,13.451811206690902,0.0,0.0,0.0
CH,62.400000000000006,7.006717438458256e-06,5.769012216965775e-05,3.1382251285251628,2.505443712633549e-05,0.0,0.0,0.0
DE,130.0,5.919567654818412e-06,3.0499705366749788e-05,69.49414892181547,89.67692750275883,0.0,0.0,0.0
ES,128.0,5.4731717579720875e-06,2.3788339616827685e-05,124.54909412403455,35.23870980142099,0.0,0.0,0.0
FR,138.40477052140665,1.4821264881369569e-05,9.106130636373843e-05,63.16541684384241,0.000334579074910615,3999.9999108024954,118900.0,0.0
IE,0.0,6.139654463891028e-06,2.8183692488277503e-05,4.377122128749356,0.22554034843525955,0.0,0.0,0.0
IT,144.4,7.49730303471594e-06,3.416703201788535e-05,130.08474740659892,69.98556204263708,0.0,0.0,0.0
NL,0.0,6.074831580509751e-06,3.150410415602949e-05,29.51071437247009,9.419930213370241,0.0,0.0,0.0
PT,94.0,5.459188059308388e-06,2.3682974729274872e-05,11.322713545947034,0.14239609677026213,0.0,0.0,0.0
UK,56.0,6.166390210347931e-06,2.835561713088717e-05,45.98414505763001,58.54353882785561,0.0,0.0,0.0
