technology,installed_power_GW,energy_capacity_GWh,annual_generation_TWh_yr,storage_loss_TWh_yr,annual_profit_M€_yr
biogas_import,1527.8250211052048,,1.5278250211052047,,0.0
biomass_coge,0.26,,0.9115364544000001,,42.46475259802364
methanization,4.10958904109222,,35.99999999996785,,4735.767903778806
offshore_float,54.6,,233.16364850414996,,-1754.5789104684663
offshore_ground,33.4,,131.52533485657142,,-1405.4179338004942
onshore,61.1,,229.44274790233334,,14937.441428522223
pv_ground,36.2,,31.021809010000005,,870.4433659708066
pv_roof_com,51.5,,38.151746415,,133.6992760134949
pv_roof_indiv,21.9,,18.496784676,,-1356.7955466025664
pyrogazification,2.2831050228233516,,19.999999999932562,,1268.9600225059796
river,2.2,,5.974243801122519,,777.9976351932445
ch4_ocgt,25.733954942939313,,3.6146332618959183,5.421949892843877,0.0
electrolysis,37.731280937130386,,114.7775471656122,56.045252265282116,0.0
h2_ccgt,35.142120079505695,,37.50929797241313,25.006198648275415,0.0
methanation,3.5694312761234883,,20.24178871757309,16.127465201783725,0.0
battery_4h,11.496036264407502,45.98414505763001,9.328189770875339,1.0364655293495169,0.0
battery_8h,7.317942353481952,58.54353882785561,9.599835686499073,1.0666484092669464,0.0
phs,2.8,56.0,3.4918785894910416,1.0726685863139185,664.7869280496509
