,0
total system cost [1e9€],47.75614104680174
elec_demand_tot [TWh],507.80827240644896
H2_demand_tot [TWh],49.764499999999984
CH4_demand_tot [TWh],134.37047582588443
elec_price_weighted_by_demand [€/MWh],106.87254481579464
CH4_price_weighted_by_demand [€/MWh],3.5068950254303703
H2_price_weighted_by_demand [€/MWh],2.705854051161573
load_shifted [TWh],24.42070015177863
load_shifted [%],4.809039450273535
attributed_cost [1e9€],62.7092256302231
primary_gene_elec [TWh],660.9743005983012
gene_elec [TWh],699.0411351951899
gene_curtailed [TWh],32.51149619691738
gene_curtailed [%],4.918723189008801
imports [TWh/yr],0.0
exports [TWh/yr],0.0
net_imports [TWh/yr],0.0
lost_load [TWh/yr],0.0
lost_load [% of demand],0.0
primary_gene_CH4 [TWh],162.74237037839563
gene_CH4 [TWh],199.1310391525975
gene_H2 [TWh],76.41548444721344
biogas_import [TWh/yr],0.0
H2_import [TWh/yr],0.0
CH4_imports [TWh/yr],0.0
CH4_exports [TWh/yr],0.0
CH4_net_imports [TWh/yr],0.0
H2_trade_imports [TWh/yr],0.0
H2_trade_exports [TWh/yr],0.0
H2_net_trade_imports [TWh/yr],0.0
CH4_import_cost [M€/yr],0.0
CH4_export_revenue [M€/yr],0.0
H2_trade_import_cost [M€/yr],0.0
H2_trade_export_revenue [M€/yr],0.0
lcoe_elec [€/MWh],78.7767505236838
lcoe_CH4 [€/MWh],56.62443046393856
lcoe_H2 [€/MWh],50.21760383130871
lcoe_elec_volume [€/MWh],85.75659976893151
lcoe_CH4_volume [€/MWh],87.37071267654647
lcoe_H2_volume [€/MWh],149.127804328719
lcoe_elec_value [€/MWh],100.81688276858897
lcoe_CH4_value [€/MWh],59.76610898033322
lcoe_H2_value [€/MWh],69.98519145482052
transport_and_distrib_lcoe [€/yr/MWh],
footprint [MtCO2eq/yr],13.101207066008394
