area,peak_gw,peak_gw_pre_dsm,min_gw,mean_residual_gw,mean_demand_gw,mean_vre_gw,vre_coverage_pct,hours_negative,pct_negative,peak_hour,positive_area_GWh,negative_area_GWh
FR,64.1371202622314,71.52634101979234,-173.03771442234353,-13.716129642025676,57.9689808683161,71.68511051034177,123.6611536662747,5036,57.48858447488584,839,76349.99732931687,196503.29299346183
