tech,BE,CH,DE,ES,IT,UK,IE,NL,PT,FR
phs_input,2.4861195884271408,4.850416597002315,12.329564889347944,11.450430813754974,12.449773888737651,4.694432920763539,0.0,0.0,7.274677778328536,8.530093752085378
battery_1h_input,4.208255613084229e-06,4.345937272370735e-06,4.110334671448192e-06,3.971260337859851e-06,4.313540201962375e-06,5.096398056116897e-06,5.056092399660895e-06,4.170676784337571e-06,3.950231372128672e-06,1.1307489129057929e-05
battery_2h_input,1.0325455116436183e-05,1.6751112002088416e-05,9.958957583179956e-06,9.969434286456847e-06,1.1146944711561447e-05,1.2455771261946883e-05,1.238589974006965e-05,1.0236986632781442e-05,9.908351930727674e-06,3.842467297978203e-05
battery_4h_input,6.381353827438605,0.19967115150291379,22.039779053862247,32.89224664690874,43.66553758531037,16.547258431997243,3.866195941428451,3.5435356345147824,1.8517876518619272,26.470876386390962
battery_8h_input,5.3069476721736155,5.4095343547680585e-06,20.584951608038473,3.5021625433423044e-05,20.08082587246022,6.481206101872068,0.08589972297950625,8.693772486115085,3.4647128553781134e-05,6.599732674046589e-05
electrolysis_input,19.332195194213707,31.87813678881775,279.55129198443774,137.44762246536405,86.76177510962071,165.08558528391399,113.39754187616022,124.90769023432009,42.234186797084135,109.47639494756598
methanation_input,0.006024748022683099,3.1154543308056915,10.91388553702096,12.700752595185405,5.281291267439826e-06,0.00019434906539366636,0.00019323143202678228,19.45141300026063,3.0523026907394497,1.7528409864069458e-05
str_dummy_input,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
demand,113.0896368148686,69.10903611290335,638.4094008169943,333.2701803436578,401.1178507720885,514.8123271078239,43.45804677373771,195.54185953162371,73.06384253266785,498.99818158930526
curtailment,8.086446379573912,2.6268159876744432,14.263517189564858,3.0616030933153056,6.638347068467609,3.0004412382862196,2.8720348246808,8.195284924080994,2.8485736558311974,8.902825983842277
elec_trade_exports,30.739792648919824,7.082397218075474,135.6220814015666,69.59326709241631,8.645851141434546,66.0666203342882,56.540914822146945,41.74769142768403,38.962514506480744,104.41298652787832
