area,phs,battery_1h,battery_2h,battery_4h,battery_8h,h2_saltcavern,ch4_reservoir,str_dummy
BE,0.0,0.00011482212983288466,0.00044446856141650725,407.3523962435144,371.0053852767904,0.0,0.0,0.0
CH,0.0,0.00012888959428795476,0.0007791887626627063,10.936524768938092,0.00029594100754547665,0.0,0.0,0.0
DE,0.0,0.00011021795240337901,0.0004228729512473995,1397.4366901902715,1438.8402640559898,0.0,0.0,0.0
ES,0.0,0.00010583577900892024,0.00039727257147491096,1764.0986337868462,0.0018962757780749036,0.0,0.0,0.0
FR,9.103590683625219e-07,0.0002514234427662538,0.0012220276796844533,1132.9180298425372,0.00364955112993004,79.56487227630772,0.0,0.0
IE,0.0,0.00014607106294170947,0.000577941407608032,313.4052953469367,7.596130017395082,0.0,0.0,0.0
IT,0.0,0.00011889672356118003,0.00044374882878852223,2274.26764783734,1139.3401057425895,0.0,0.0,0.0
NL,0.0,0.00011434203438336234,0.00044129866372011117,231.60126743613978,633.8529114281303,0.0,0.0,0.0
PT,0.0,0.00010545390941631564,0.00039517560376506013,98.74296594895132,0.0018780270760238133,0.0,0.0,0.0
UK,0.0,0.00014632780819780544,0.000578414972132427,1346.9862342731135,580.7766963783068,0.0,0.0,0.0
