,FR,BE,DE,CH,IT,ES,UK,NL,IE,PT
total system cost [1e9€],413.96610844271885,413.96610844271885,413.96610844271885,413.96610844271885,413.96610844271885,413.96610844271885,413.96610844271885,413.96610844271885,413.96610844271885,413.96610844271885
elec_demand_tot [TWh],498.99818158930526,113.0896368148686,638.4094008169943,69.10903611290335,401.1178507720885,333.2701803436578,514.8123271078239,195.54185953162371,43.45804677373771,73.06384253266785
H2_demand_tot [TWh],49.764499999999984,25.89999999999999,148.40000000000003,5.5,30.300000000000008,58.6,56.29999999999998,44.39999999999999,19.200000000000006,7.399999999999999
CH4_demand_tot [TWh],131.0321681693939,41.0,111.99999999999999,6.999999999999999,99.0,84.0,87.0,75.0,7.9999999999999964,12.0
elec_price_weighted_by_demand [€/MWh],137.96116712833168,135.14205116588977,135.25487643738913,134.41213151902932,152.03952865363408,124.32486962073365,144.29824971897958,139.1562957128515,146.8229495266664,124.25510773069166
CH4_price_weighted_by_demand [€/MWh],175.00000002054088,175.00000020322298,175.0000003439501,175.00000037531603,175.000000318525,175.00000020003472,175.00000062852496,175.00000008414474,175.0000002350092,175.00000112164716
H2_price_weighted_by_demand [€/MWh],126.48926584102846,126.48926584102844,126.48926584102841,126.4892658410284,126.48926584102833,126.48926584102843,126.48926584102848,126.4892658410284,126.48926584102837,126.4892658410284
load_shifted [TWh],22.738432090052743,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
load_shifted [%],4.556816623585886,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
attributed_cost [1e9€],66.65588139991098,16.947236512307146,94.23402090008527,8.574538983642292,51.39332839942737,42.01600291632199,78.70774128962874,44.8938598846057,13.681621609686086,9.250565897516891
primary_gene_elec [TWh],620.6437215862373,108.15438997793093,935.1362409607669,99.38636368854021,457.051874596547,487.69354261953725,618.1138021686053,323.5243704901496,179.54814731697968,121.23884225045506
gene_elec [TWh],624.1852479573204,122.14147929862352,984.2672357298671,102.26647284926729,497.7098598624955,499.27808885770753,666.5378679173527,340.87901845592756,180.41404375395118,121.91538165530731
gene_curtailed [TWh],8.902825983842277,8.086446379573912,14.263517189564858,2.6268159876744432,6.638347068467609,3.0616030933153056,3.0004412382862196,8.195284924080994,2.8720348246808,2.8485736558311974
gene_curtailed [%],1.4344503415080863,7.476762044725104,1.525287606745986,2.6430346077520586,1.4524274896208382,0.6277719153037349,0.48541890308215085,2.533127538943938,1.5995903425338183,2.3495553099613216
imports [TWh/yr],112.68245178290947,50.865685158051946,101.54844496512685,10.409463617468157,12.07228248915861,62.51312892175226,85.83333954961067,50.18865188638826,36.24989827021241,36.994829068500266
exports [TWh/yr],104.41298652787832,30.739792648919824,135.6220814015666,7.082397218075474,8.645851141434546,69.59326709241631,66.0666203342882,41.74769142768403,56.540914822146945,38.962514506480744
net_imports [TWh/yr],8.26946525503115,20.12589250913212,-34.07363643643974,3.327066399392683,3.4264313477240638,-7.08013817066405,19.766719215322468,8.440960458704225,-20.291016551934533,-1.967685437980478
lost_load [TWh/yr],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lost_load [% of demand],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
primary_gene_CH4 [TWh],170.62835999992274,26.663675446932555,115.1674737114832,7.999999999921689,93.58583317179756,78.94440071771751,81.97260688570367,45.404221972537115,15.999999999914499,13.999999999920474
gene_CH4 [TWh],170.62835999992274,26.667028600033305,121.24174088281433,9.733947263817942,93.58583317179756,86.01317235531995,81.97260688570367,56.23016283683333,15.999999999914499,15.698799384285751
gene_H2 [TWh],96.90422128936592,12.989495272944133,187.83330859726354,21.41923888977453,58.29610431390527,92.35243201070277,110.92265560811465,83.92672614534202,76.19294236201083,28.377572450828797
biogas_import [TWh/yr],0.0,18.663675446959385,0.16747371156928229,0.0,19.585833171885344,6.944400717800165,25.97260688579216,35.40422197256417,0.0,0.0
H2_import [TWh/yr],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CH4_imports [TWh/yr],0.0,16.64504220770078,0.2640600950653631,0.0,17.583464610264627,7.023473259582325,22.488367604560967,29.7258283258649,0.0,0.0
CH4_exports [TWh/yr],34.34741667194285,1.405049793023768,1.3870621862205565,2.7339466691209537,11.508892252060726,9.036637184387228,13.51192981780321,8.262450234192588,7.838061045963185,3.698790248323913
CH4_net_imports [TWh/yr],-34.34741667194285,15.239992414677012,-1.1230020911551934,-2.7339466691209537,6.074572358203902,-2.0131639248049034,8.976437786757756,21.46337809167231,-7.838061045963185,-3.698790248323913
H2_trade_imports [TWh/yr],0.0,35.617640735859325,37.03919130219971,0.0,39.32693286517122,0.0,23.451352961210738,0.0,0.0,0.0
H2_trade_exports [TWh/yr],21.96538177889093,0.0,0.0,11.11905695522973,0.0,14.44485494709319,0.0,12.398005678355347,55.65781172820022,19.850006776671577
H2_net_trade_imports [TWh/yr],-21.96538177889093,35.617640735859325,37.03919130219971,-11.11905695522973,39.32693286517122,-14.44485494709319,23.451352961210738,-12.398005678355347,-55.65781172820022,-19.850006776671577
CH4_import_cost [M€/yr],0.0,2912.8823897302914,46.21051672726202,0.0,3077.1063123970835,1229.107821831845,3935.464344932669,5202.019959527627,0.0,0.0
CH4_export_revenue [M€/yr],6010.797918295526,245.8837140646978,242.73588306567748,478.44066812226094,2014.0561477764973,1581.4115090754058,2364.5877266081466,1445.928791678944,1371.6606848855738,647.2882976054221
H2_trade_import_cost [M€/yr],0.0,4505.249227668352,4685.060115160646,0.0,4974.434865894919,0.0,2966.3444190423734,0.0,0.0,0.0
H2_trade_export_revenue [M€/yr],2778.385015129816,0.0,0.0,1406.4413511115893,0.0,1827.119097437965,0.0,1568.214636148069,7040.115743818226,2510.8127841206265
lcoe_elec [€/MWh],81.74911373733579,132.71808601504722,99.32575578106909,67.82288857452072,103.37165530176627,72.10915113267595,114.75320621398558,122.81544591692582,83.69380411733624,69.13976890453071
lcoe_CH4 [€/MWh],46.814427321374865,135.53580435934103,64.26569639330607,94.8692594129051,97.90614664868261,77.55076260656217,101.74737104905732,151.60524197241713,51.96470856450507,96.72793012965077
lcoe_H2 [€/MWh],98.87582838496016,126.48926892107126,126.48926602653901,126.48926724328032,126.48926653519516,126.48926617849814,126.48926621127544,126.4892663367135,126.48926636941344,126.48926687566005
lcoe_elec_volume [€/MWh],82.28201161977218,88.16176971452433,91.80654765198345,64.46828642095336,83.19675440877376,69.74642920257422,93.39423731603587,111.10974302584758,98.03833290041457,71.1041369105273
lcoe_CH4_volume [€/MWh],58.67352502913456,86.24816186475537,66.4984306421749,124.24223773657714,91.9384954213793,77.99885827149502,91.70489587527035,117.93397065587243,101.86425431229759,124.67035582262668
