,0
offshore_float,5.091584301934248
offshore_ground,2.8721590400546115
onshore,15.354201080984232
pv_ground,6.7757539902670985
pv_roof_com,8.268429417814788
pv_roof_indiv,3.9726320515380165
river,0.8081647350276955
lake,0.41861247607462376
nuclear,0.07710551999973708
ocgt_coge,0.0
natural_gas,0.0
H2_import,
coal,0.0
biomass_coge,0.0
geothermal_coge,0.0
waste,0.0
marine,0.0
rsv_dummy,0.0
ch4_ocgt,0.633344585393299
ch4_ccgt,0.14774241275477948
h2_ccgt,6.301860073377456
electrolysis,3.729343800900528
phs,0.3456748213851073
battery_1h,0.0
battery_2h,0.0
battery_4h,7.608142276041656
battery_8h,3.196394100579713
h2_saltcavern,0.0
ch4_reservoir,0.0
str_dummy,0.0
lost_load,0.0
biogas,0.0
elec_network,0.0
elec_network_primarygene,0.0
TOTAL,65.60114468412759
