direction,partner,congestion_rent_M€yr,cap_gw,mean_util_pct,mean_flow_gw,pct_hours_at_full,pct_hours_idle,energy_twh
FR→DE,DE,1311.5098313293538,12.6,26.338258995257583,3.318620633402455,16.301369863013697,57.62557077625571,29.071116748605505
DE→FR,DE,1397.606946526259,11.0,35.863053043563205,3.944935834791953,23.299086757990867,50.71917808219178,34.55763791277751
FR→CH,CH,585.0303588326096,3.3,36.012538632679366,1.188413774878419,26.51826484018265,54.74885844748858,10.410504667934951
CH→FR,CH,489.12144500322324,2.0,40.42464165568193,0.8084928331136386,30.70776255707763,50.125570776255714,7.082397218075474
FR→IT,IT,1066.3432454294593,3.1,44.45975047187518,1.3782522646281306,37.0662100456621,45.273972602739725,12.073489838142423
IT→FR,IT,681.5676530565148,3.1,31.8377196252561,0.9869693083829392,23.310502283105023,58.40182648401826,8.645851141434546
FR→ES,ES,683.2059314255516,10.2,26.364117594857984,2.689139994675514,15.365296803652967,61.33561643835617,23.556866353357503
ES→FR,ES,1623.640475351152,9.5,39.16695286111979,3.7208605218063804,26.894977168949772,45.68493150684931,32.59473817102389
FR→UK,UK,2374.620032335915,9.8,34.13126563209153,3.3448640319449687,25.502283105022833,53.25342465753424,29.301008919837926
UK→FR,UK,2404.1634885849735,9.5,35.824437288768976,3.403321542433053,27.956621004566212,54.54337899543379,29.813096711713545
