,0
offshore_float,0.7089232375495853
offshore_ground,0.4156549031999476
onshore,2.5190380355997615
pv_ground,1.0814419822766321
pv_roof_com,1.1709247301339698
pv_roof_indiv,0.6338189661342307
river,0.2399969387246748
lake,0.09924237161342389
nuclear,0.07710551999998741
ocgt_coge,0.0
natural_gas,0.0
H2_import,
coal,0.0
biomass_coge,0.0
geothermal_coge,0.0
waste,0.0
marine,0.0
rsv_dummy,0.0
ch4_ocgt,0.05815851449717172
ch4_ccgt,3.649705850283486
h2_ccgt,0.0
electrolysis,0.24882250067695108
phs,0.055930630712980364
battery_1h,0.0
battery_2h,0.0
battery_4h,1.225219562240271
battery_8h,0.0
h2_saltcavern,0.0
ch4_reservoir,0.0
str_dummy,0.0
lost_load,0.0
biogas,0.0
elec_network,0.0
elec_network_primarygene,0.0
TOTAL,12.183983743643072
