,0
total system cost [1e9€],46.38749809092234
elec_demand_tot [TWh],503.6848593933574
H2_demand_tot [TWh],49.764499999999984
CH4_demand_tot [TWh],134.61111460558357
elec_price_weighted_by_demand [€/MWh],116.42944781976259
CH4_price_weighted_by_demand [€/MWh],0.8104078695048539
H2_price_weighted_by_demand [€/MWh],1.2905363877439722
load_shifted [TWh],24.297667514717894
load_shifted [%],4.823982111350781
attributed_cost [1e9€],61.34189092426865
primary_gene_elec [TWh],640.7239089253802
gene_elec [TWh],671.8561306962263
gene_curtailed [TWh],37.28078416489225
gene_curtailed [%],5.818541129114324
imports [TWh/yr],0.0
exports [TWh/yr],0.0
net_imports [TWh/yr],0.0
lost_load [TWh/yr],0.0
lost_load [% of demand],0.0
primary_gene_CH4 [TWh],165.89663585197925
gene_CH4 [TWh],189.00385992575525
gene_H2 [TWh],72.81485347194564
biogas_import [TWh/yr],0.0
H2_import [TWh/yr],0.0
CH4_imports [TWh/yr],0.0
CH4_exports [TWh/yr],0.0
CH4_net_imports [TWh/yr],0.0
H2_trade_imports [TWh/yr],0.0
H2_trade_exports [TWh/yr],0.0
H2_net_trade_imports [TWh/yr],0.0
CH4_import_cost [M€/yr],0.0
CH4_export_revenue [M€/yr],0.0
H2_trade_import_cost [M€/yr],0.0
H2_trade_export_revenue [M€/yr],0.0
lcoe_elec [€/MWh],79.71321922376902
lcoe_CH4 [€/MWh],53.54303203173066
lcoe_H2 [€/MWh],57.9819185727627
lcoe_elec_volume [€/MWh],87.43956354055963
lcoe_CH4_volume [€/MWh],73.71671412982634
lcoe_H2_volume [€/MWh],148.23453672493935
lcoe_elec_value [€/MWh],99.83252682615478
lcoe_CH4_value [€/MWh],54.85118368720482
lcoe_H2_value [€/MWh],73.83133987848885
transport_and_distrib_lcoe [€/yr/MWh],
footprint [MtCO2eq/yr],12.183983743643072
