tech,FR
offshore_float,101.27474822136932
offshore_ground,59.37927188570679
onshore,193.77215658459704
pv_ground,77.2458558769023
pv_roof_com,83.63748072385498
pv_roof_indiv,45.27278329530219
river,39.9994897874458
lake,16.540395268903982
nuclear,12.8509199999979
methanization,162.512010000001
pyrogazification,3.3846258519782526
ocgt_coge,0.0
natural_gas,0.0
biogas_import,0.0
H2_import,0.0
coal,0.0
biomass_coge,0.0
geothermal_coge,0.9450025201314001
waste,4.309060221438507
marine,5.49674453973
rsv_dummy,0.0
ch4_ocgt,0.7180063518169348
ch4_ccgt,30.41421541902905
h2_ccgt,0.0
electrolysis,49.764500135390215
methanation,23.10722407377598
phs,9.321771785496727
battery_1h,0.0
battery_2h,0.0
battery_4h,21.124475211039154
battery_8h,0.0
h2_saltcavern,23.05035333655542
ch4_reservoir,49.57572680391871
str_dummy,0.0
lost_load,0.0
