area,phs,battery_1h,battery_2h,battery_4h,battery_8h,h2_saltcavern,ch4_reservoir,str_dummy
BE,26.0,1.0430322763022254e-05,4.824394260037497e-05,24.115414752443325,28.0849193735201,0.0,0.0,0.0
CH,62.400000000000006,1.1009072073735375e-05,7.808975531547673e-05,2.57988380078755,3.823660285437061e-05,0.0,0.0,0.0
DE,130.0,9.902222323842788e-06,4.5932764731712064e-05,71.7737213465431,148.46226596809186,0.0,0.0,0.0
ES,128.0,9.051491857879596e-06,3.888314401571229e-05,91.79808449434569,72.60244727259617,0.0,0.0,0.0
FR,104.66807699913522,1.9512015495845972e-05,9.37233216134539e-05,72.04041589821419,45.467304465292926,3740.149726340316,118900.0,0.0
IE,0.0,1.0256208850412736e-05,4.357777321889241e-05,8.33165350884942,0.9071746833730199,0.0,0.0,0.0
IT,144.4,1.0109265130275145e-05,4.218694497072523e-05,117.04025696667536,109.2470042349239,0.0,0.0,0.0
NL,0.0,1.0422039754795712e-05,4.842756870486877e-05,25.605646199085644,22.671110970335103,0.0,0.0,0.0
PT,94.0,8.996410517174187e-06,3.854442884829278e-05,7.783703205039165,0.2538675241522317,0.0,0.0,0.0
UK,56.0,1.0331598467157512e-05,4.389350023786912e-05,44.56589353125262,58.03926329096624,0.0,0.0,0.0
