area,peak_gw,peak_gw_pre_dsm,min_gw,mean_residual_gw,mean_demand_gw,mean_vre_gw,vre_coverage_pct,hours_negative,pct_negative,peak_hour,positive_area_GWh,negative_area_GWh
FR,55.56180579831577,60.76537413547537,-138.05199650280616,-13.485727527801874,56.97133239412815,70.45705992193002,123.6710762432367,5106,58.28767123287671,8159,68694.12776086917,186829.1009044136
BE,17.540083484746162,17.540083484746162,-39.66823671747515,0.24943316482665118,12.977298264351663,12.727865099525014,98.07792685545466,3753,42.842465753424655,8130,36344.70499939342,34159.67047551196
DE,98.43390404074702,98.43390404074702,-312.3549530766032,-31.195031458322834,73.95025350291452,105.14528496123734,142.18380597856012,5234,59.74885844748859,257,114109.55256696758,387378.0281418756
CH,9.188372623973303,9.188372623973303,-33.10185580079168,-2.177247492847059,7.90114792438387,10.07839541723093,127.55609075648131,3785,43.20776255707763,8178,17886.54805668119,36959.23609402143
IT,61.325065985395824,61.325065985395824,-139.79862108619903,-6.096610410053093,45.678461622312085,51.77507203236517,113.34679451436504,4030,46.00456621004566,258,112465.98240685966,165872.28959892478
ES,44.50126542411221,44.50126542411221,-134.3360094815148,-14.343359357336567,38.163899427540194,52.50725878487676,137.58357917426534,4806,54.863013698630134,8036,60877.886116132024,186525.71408640037
UK,115.49522975565004,115.49522975565004,-120.7874847083456,-10.478828016952386,60.37481523027592,70.8536432472283,117.35628999771681,5062,57.78538812785388,234,100738.05465337183,192532.58808187474
NL,41.71341554617905,41.71341554617905,-95.31922233379177,-14.23475400987698,23.22959994599487,37.46435395587186,161.27851552747583,6021,68.73287671232877,8177,32669.75842968754,157366.20355620992
IE,10.89201387192623,10.89201387192623,-45.939630084044744,-15.35728505099589,5.049021202519343,20.406306253515233,404.16360785597345,7666,87.51141552511416,211,2669.3223204606134,137199.1393671846
PT,11.032838768545663,11.032838768545663,-32.65699085745644,-3.8811880401880257,8.344159168139614,12.225347208327637,146.51383035701798,5191,59.25799086757991,8228,16310.490698636935,50309.69793068404
