,0
offshore_float,5.079884168348547
offshore_ground,2.857824013785762
onshore,15.798244807866041
pv_ground,6.911110332011582
pv_roof_com,8.35884432674424
pv_roof_indiv,4.063713748192015
river,0.8160646363619857
lake,0.42175850475595517
nuclear,0.07710551999956787
ocgt_coge,0.0
natural_gas,0.0
H2_import,
coal,0.0
biomass_coge,0.0
geothermal_coge,0.0
waste,0.0
marine,0.0
rsv_dummy,0.0
ch4_ocgt,0.9212642727580284
ch4_ccgt,0.0
h2_ccgt,5.248619842077087
electrolysis,3.478495071014694
phs,0.3340818394056282
battery_1h,0.0
battery_2h,0.0
battery_4h,6.766665493546516
battery_8h,5.952697579001599
h2_saltcavern,0.0
ch4_reservoir,0.0
str_dummy,0.0
lost_load,0.0
biogas,0.0
elec_network,0.0
elec_network_primarygene,0.0
TOTAL,67.08637415586924
