tech,BE,CH,DE,ES,IT,UK,IE,NL,PT,FR
phs_input,2.281187666155333,4.979228993011554,11.360229179906733,9.821563182710454,13.753579094353597,4.45997163657028,0.0,0.0,6.2484189143567725,7.726691005101015
battery_1h_input,8.101979940501036e-06,7.790476909722103e-06,7.82052885654497e-06,7.152467691912603e-06,8.717438077984756e-06,8.963932420798021e-06,8.837075800327072e-06,8.042750726832813e-06,7.0961772049408e-06,1.8754173404103546e-05
battery_2h_input,1.9966470053496067e-05,2.9867030129100753e-05,1.9207074436858032e-05,1.7485434306619645e-05,2.0698155009816917e-05,1.88123940269637e-05,1.858861410307585e-05,1.9959023441651242e-05,1.7321766054346777e-05,5.2203113943802e-05
battery_4h_input,6.308393045776567,0.7774425040811904,18.886974185664723,29.061463232315017,37.570882243854854,9.919265766481248,1.8502863704501762,6.537220356135812,2.5143375042279126,25.669124274170354
battery_8h_input,6.160667481454374,1.0855399101088056e-05,32.3860588427706,20.108745565268595,30.098512271329135,10.52510078781494,0.1645003392723187,4.836147874002463,0.07133075513357459,12.303829584453538
electrolysis_input,21.202340956457135,37.800737499412286,281.55790170205887,109.38426550464891,94.75676062755939,149.65677240014531,74.61640233707357,114.92497798497615,34.99321272142513,116.51168876979101
methanation_input,0.008953470740694185,1.0008901513626844,5.466536882977054,32.297885971837815,1.4069212203188222e-05,4.551825136109388,41.123175971755614,26.746101590077572,6.243380997541489,7.216943626762852e-05
str_dummy_input,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
demand,113.68113279572059,69.2140558176027,647.8042206855312,334.3157589852521,400.1433238114539,528.883381417217,44.229425734069444,203.49129552691505,73.09483431290302,499.0688717725626
curtailment,7.440878492874597,2.238357283944262,12.319585374835903,2.9673117853998368,8.923100785958392,4.0213909391843154,3.7285715464126823,7.728161154794259,2.7952316329648346,6.345259556037368
elec_trade_exports,30.92455342061346,6.281286453520297,126.70446192769614,68.88316276118147,8.893030918061188,71.3242155978741,57.23304176524839,46.1968774999808,40.224878292169926,120.41649954458534
