area,phs,battery_1h,battery_2h,battery_4h,battery_8h,h2_saltcavern,ch4_reservoir,str_dummy
BE,0.0,0.00014905028020803762,0.0005970368012341039,366.8994222056098,386.94343056679816,0.0,0.0,0.0
CH,0.0,0.00014001018216647218,0.0005884539802170502,67.11053964128104,0.000429922074696583,0.0,0.0,0.0
DE,0.0,0.00014067553271708438,0.0005622741853329445,1095.2846137531883,2042.7173102179918,0.0,0.0,0.0
ES,0.0,0.00012576775939810767,0.0004086941896505677,1636.3312183526743,317.72043530968267,0.0,0.0,0.0
FR,7.33566402510751e-08,0.0002713997103125823,0.0009945127670636736,1573.9988022960645,0.10047777071130465,79.56487423155046,0.0,0.0
IE,0.0,0.0004433415826181675,31.882516455975036,143.91581526510956,2.410423805223999,0.0,0.0,0.0
IT,0.0,0.00015263430031898782,0.0005596222143716832,2104.178812017353,1318.7980978967034,0.0,0.0,0.0
NL,0.0,0.0001488858249369776,0.0005959388507383003,279.0677135769041,839.9267353803833,0.0,0.0,0.0
PT,0.0,0.000125226725430398,0.00040632255540101937,167.22890087975412,6.444166736638045,0.0,0.0,0.0
UK,0.0,0.00044499927496225225,2.0659187540040693,1912.534086850568,136.0267722005174,0.0,0.0,0.0
