direction,partner,congestion_rent_M€yr,cap_gw,mean_util_pct,mean_flow_gw,pct_hours_at_full,pct_hours_idle,energy_twh
FR→DE,DE,2416.1536509583766,12.6,32.292422303890135,4.068845210290157,22.81963470319635,53.89269406392694,35.64308404214178
DE→FR,DE,2581.8120826990594,11.0,36.732840322966155,4.040612435526277,26.769406392694062,52.066210045662096,35.39576493521019
FR→CH,CH,576.5173080895456,3.3,42.184374535909626,1.3920843596850176,31.187214611872143,48.04794520547945,12.194658990840756
CH→FR,CH,438.4550993936044,2.0,35.81422256468099,0.7162844512936197,29.08675799086758,54.84018264840182,6.274651793332109
FR→IT,IT,1055.9074259505528,3.1,45.456860048831544,1.4091626615137778,37.853881278538815,44.25799086757991,12.344264914860695
IT→FR,IT,671.6155988966017,3.1,31.47791226836461,0.9758152803193025,25.102739726027394,60.86757990867579,8.548141855597091
FR→ES,ES,521.9310020600337,10.2,27.633155607589533,2.8185818719741325,16.963470319634702,59.70319634703196,24.6907771984934
ES→FR,ES,1222.7176987302123,9.5,39.48620389620315,3.7511893701392998,27.500000000000004,45.62785388127854,32.86041888242026
FR→UK,UK,2051.548908776721,9.8,35.92199558787648,3.520355567611895,26.65525114155251,51.50684931506849,30.838314772280203
UK→FR,UK,2426.0886951315792,9.5,37.46738150227191,3.559401242715832,29.440639269406393,53.55022831050228,31.18035488619069
