tech,FR
lake,0.6220514915728796
phs,0.7598293823720619
ch4_ocgt,0.0
ch4_ccgt,0.016507748085737083
nuclear,0.08596059358691792
h2_ccgt,0.0025395783752257756
coal,0.0
battery_1h,6.908096576137484e-06
battery_2h,1.672993335571434e-05
battery_4h,10.863092694805088
battery_8h,0.00044188080773489445
rsv_dummy,0.0
lost_load,0.0
