,FR,BE,DE,CH,IT,ES,UK,NL,IE,PT
H2_net_trade_imports [TWh/yr],-30.689380977181305,28.099761114548045,26.306695447900793,-12.636395541741724,44.97080160534486,-13.860143064960326,14.57123584240545,-6.087193595787085,-30.380935511403454,-20.29444531912526
CH4_import_cost [M€/yr],0.0,5533.989467410721,3.713450102282166,0.0,5983.743084462626,1895.8654548636734,6819.89210508981,8938.422969367648,0.0,0.0
CH4_export_revenue [M€/yr],4924.210866297643,311.3547169630358,6944.993693556613,232.84667057138435,1927.7015606372859,1725.2870877459773,4256.887482074649,3033.911217791707,5262.6521415444995,555.7810835631086
H2_trade_import_cost [M€/yr],0.0,3103.8840112051917,2905.8229732106024,0.0,4967.449776704471,0.0,1609.5306209321034,0.0,0.0,0.0
H2_trade_export_revenue [M€/yr],3389.931983426753,0.0,0.0,1395.8092355799567,0.0,1530.9837075473945,0.0,672.3880248680206,3355.861268531567,2241.7131620986765
lcoe_elec [€/MWh],77.14586667601732,110.68640649220347,86.16453323209213,67.78742173182518,100.11489146397301,70.53444842973238,99.23648636809524,111.02610606123557,81.36531499881154,69.84146849463238
lcoe_CH4 [€/MWh],46.80726039578205,43.539101535887106,86.29891260267608,82.01403043073593,77.50145441401605,71.61461481586605,89.1481482294717,128.4731014144365,116.80100419195797,94.14841812432532
lcoe_H2 [€/MWh],88.92673488832102,110.4594469630412,110.45944491773572,110.45944551530408,110.45944525548616,110.45944500339137,110.4594450653657,110.45944519998274,110.45944532063788,110.45944551620343
lcoe_elec_volume [€/MWh],79.10949071861802,82.61030487487012,84.60337697338268,64.0945521005162,82.20052767375878,69.2983920777022,87.76996395936416,103.7166785767699,91.0896492139522,71.12287523627401
lcoe_CH4_volume [€/MWh],57.31530599913241,8.474017139065056,132.42270225533173,98.57288494897676,57.49788885158043,71.00007772072115,80.3881092476286,90.29506123667848,723.7224115719315,122.81640087783065
lcoe_H2_volume [€/MWh],236.62438382041415,80.13719388466534,163.75735355418038,441.7587291005213,232.95361754576865,192.46374619650396,245.76892774746995,275.8804286594193,425.6400189476158,503.5682096830217
lcoe_elec_value [€/MWh],87.89133166595427,90.6372227183929,101.72230846821716,77.98752748553662,91.44982756807228,81.67986043528326,101.30392335503062,133.39680816210407,145.89999226338605,87.4942309949382
lcoe_CH4_value [€/MWh],57.31531352137227,8.465723936121845,113.52711472238222,96.18956300892252,57.4978911809566,66.4324999785481,69.074150528402,70.05337635184905,664.4263449220069,118.62273442776599
lcoe_H2_value [€/MWh],147.10811966813526,44.83530002950039,103.47361064431901,267.7680110559467,107.14606296771122,127.40902771616688,136.7140577773334,176.22208414926496,322.4606351783109,348.11822675305007
transport_and_distrib_lcoe [€/yr/MWh],,,,,,,,,,
footprint [MtCO2eq/yr],68.09900139147335,68.09900139147335,68.09900139147335,68.09900139147335,68.09900139147335,68.09900139147335,68.09900139147335,68.09900139147335,68.09900139147335,68.09900139147335
