year,area,dual
2048,FR,-131.9326883693692
2048,BE,-131.5491083865826
2048,DE,-131.5491887643215
2048,CH,-131.54910851768807
2048,IT,-131.54910843993474
2048,ES,-131.5491083865577
2048,UK,-131.54910846406997
2048,NL,-131.54910838123195
2048,IE,-131.54910836844337
2048,PT,-131.5491084895062
