year,area,dual
2060,FR,-46.62674170227574
2060,BE,-113.14888781919818
2060,DE,-45.996888693582285
2060,CH,-45.996888868991505
2060,IT,-45.99688875557156
2060,ES,-45.996888739785966
2060,UK,-45.99688891391354
2060,NL,-113.14888768759326
2060,IE,-45.99688871613287
2060,PT,-45.996888779075874
