year,area,dual
2040,FR,-2.4999999544418525
2040,BE,-0.017503495329522174
2040,DE,-9.623458312736537e-09
2040,CH,-2.726482928316898e-08
2040,IT,-19.463896596204787
2040,ES,-1.0961263576859731e-08
2040,UK,-1.798467827280345e-08
2040,NL,-8.60677391714991e-09
2040,IE,-1.4592105301858282e-08
2040,PT,-5.2139348394319995e-08
