year,area,dual
2040,FR,-0.0
2040,BE,-0.0
2040,DE,-0.0
2040,CH,-0.0
2040,IT,-0.0
2040,ES,-0.0
2040,UK,-0.0
2040,NL,-0.0
2040,IE,-0.0
2040,PT,-0.0
