year,area,dual
2040,FR,-171.12499992838957
2040,BE,-171.1425034953241
2040,DE,-171.12500000904677
2040,CH,-171.1250000272648
2040,IT,-190.58889659620056
2040,ES,-171.12500001094193
2040,UK,-171.12500001799327
2040,NL,-171.1250000085304
2040,IE,-171.12500001459208
2040,PT,-171.12500005213937
