area,peak_gw,peak_gw_pre_dsm,min_gw,mean_residual_gw,mean_demand_gw,mean_vre_gw,vre_coverage_pct,hours_negative,pct_negative,peak_hour,positive_area_GWh,negative_area_GWh
FR,64.66800487299696,69.74057650771813,-147.82905149935098,-12.971031017167117,57.585127942847045,70.55615896001416,122.52496691513961,4958,56.59817351598173,307,78802.10123408711,192428.33294447107
BE,18.38530177507043,18.38530177507043,-34.29658500631302,0.04133247800806333,13.003529798715423,12.96219732070736,99.68214416663892,4019,45.87899543378995,234,35225.44961168478,34863.377104334155
DE,98.07091276664167,98.07091276664167,-290.61702854679584,-34.10462302486804,73.70596415729383,107.81058718216188,146.2711849913344,5430,61.986301369863014,234,109904.42768447203,408660.9253823161
CH,10.200802491908807,10.200802491908807,-31.76281268337474,-2.266528613642706,7.9591545199104985,10.225683133553206,128.47700227420884,3818,43.58447488584475,258,18581.101598806577,38435.892254316685
IT,60.54057846075912,60.54057846075912,-149.00332889308885,-4.0119129724133105,46.94293420913302,50.95484718154632,108.54636174752102,3768,43.013698630136986,8226,125683.20699946524,160827.56463780583
ES,45.61366853150656,45.61366853150656,-143.50019589032436,-15.828516997849826,38.309780389290225,54.13829738714005,141.31716975927847,4878,55.68493150684931,1148,64563.24567931897,203221.05458048344
UK,94.67055009584345,94.67055009584345,-144.05601692481332,-14.995118841000805,59.13003954815344,74.12515838915425,125.35956166372814,5443,62.13470319634703,955,83231.13440295735,214588.37545012444
NL,39.96925447980446,39.96925447980446,-81.71532665160565,-14.468947769911711,22.852753041346148,37.321700811257855,163.31380619102606,5954,67.96803652968036,233,32673.330828696904,159421.3132931235
IE,8.620639118726602,8.620639118726602,-48.74663793095993,-17.12931810602721,5.019581279843428,22.14889938587064,441.24994000618136,7838,89.47488584474887,954,1924.4774341165291,151977.30404291485
PT,11.503249603091328,11.503249603091328,-36.42785343648646,-4.080803845501832,8.383609600707784,12.464413446209614,148.67597657645354,5247,59.897260273972606,116,16813.827493346107,52561.66917994216
