direction,partner,congestion_rent_M€yr,cap_gw,mean_util_pct,mean_flow_gw,pct_hours_at_full,pct_hours_idle,energy_twh
FR→DE,DE,2499.6161864713913,12.6,31.787755449694753,4.005257186661538,21.232876712328768,53.98401826484018,35.08605295515507
DE→FR,DE,2336.887135612161,11.0,35.41014096421061,3.8951155060631675,25.17123287671233,52.72831050228311,34.12121183311335
FR→CH,CH,639.3561415519439,3.3,37.87305339629339,1.2498107620776822,29.01826484018265,53.16210045662101,10.948342275800496
CH→FR,CH,458.4861465193245,2.0,41.29342035593,0.8258684071186,34.60045662100457,49.589041095890416,7.234607246358936
FR→IT,IT,1062.6659353900786,3.1,46.17789116056691,1.4315146259775742,38.10502283105023,44.06392694063927,12.540068123563548
IT→FR,IT,658.3601187452076,3.1,32.646459473827264,1.0120402436886449,25.684931506849317,59.3607305936073,8.865472534712529
FR→ES,ES,691.992778826273,10.2,30.027689391384847,3.0628243179212538,18.21917808219178,55.69634703196347,26.830341024990183
ES→FR,ES,1453.185922313327,9.5,34.21038139463005,3.2499862324898543,24.486301369863014,51.39269406392694,28.469879396611123
FR→UK,UK,2187.3804354300614,9.8,35.835249643797106,3.5118544650921173,26.689497716894977,53.07077625570776,30.763845114206948
UK→FR,UK,2634.2703170235823,9.5,38.16215412176979,3.6254046415681302,29.62328767123288,52.066210045662096,31.75854466013682
