tech,FR
lake,0.569614327542366
phs,0.6660482707288253
ch4_ocgt,0.011264101959904647
ch4_ccgt,0.0
nuclear,0.08893558812704579
h2_ccgt,0.0008798639212451311
coal,0.0
battery_1h,5.475323399022415e-06
battery_2h,1.550992171859708e-05
battery_4h,11.007984742764023
battery_8h,5.2638814557849e-05
rsv_dummy,0.0
lost_load,0.0
