area,phs,battery_1h,battery_2h,battery_4h,battery_8h,h2_saltcavern,ch4_reservoir,str_dummy
BE,0.0,8.25631145918676e-05,0.0003240827485554554,409.8770553751027,607.9899913060112,0.0,0.0,0.0
CH,0.0,8.587404835270849e-05,0.0004787531247802834,153.89045078870564,0.0003018603161149033,0.0,0.0,0.0
DE,0.0,8.0295599617656e-05,0.00031237566739546587,1908.2593506725364,2394.893345069516,0.0,0.0,0.0
ES,0.0,7.580501063849296e-05,0.0002837093320334468,2019.3793040780356,352.11800475683367,0.0,0.0,0.0
FR,157.52890030169218,0.00018596940444332396,0.0007873096768407327,1884.0669517532929,0.011601823008811405,67.81959909750853,0.0,0.0
IE,0.0,7.720424672512681e-05,0.00027091508022399915,180.28091602818915,6.255081100440515,0.0,0.0,0.0
IT,0.0,8.884918131796265e-05,0.0003697704721733463,1802.8715394598757,2186.0014114352866,0.0,0.0,0.0
NL,0.0,8.232905855313733e-05,0.00032282048238454597,295.91692400717284,915.3180237494277,0.0,0.0,0.0
PT,0.0,7.546768724026729e-05,0.0002819677554713619,171.06318458585275,3.595651325758421,0.0,0.0,0.0
UK,0.0,7.741507823134613e-05,0.00027203031215788573,2254.732538316662,89.68614359110902,0.0,0.0,0.0
