area,phs,battery_1h,battery_2h,battery_4h,battery_8h,h2_saltcavern,ch4_reservoir,str_dummy
BE,26.0,3.7411159549978816e-06,1.7874653751803833e-05,24.625051074147134,38.96266783323888,0.0,0.0,0.0
CH,62.400000000000006,3.891141631474033e-06,2.6405436192409285e-05,9.245602213637824,1.93445342801734e-05,0.0,0.0,0.0
DE,130.0,3.638369874134125e-06,1.7228954395352985e-05,114.64653450783145,153.47527958402318,0.0,0.0,0.0
ES,128.0,3.4348914302753797e-06,1.564787418909973e-05,121.32252305630749,22.565267609048703,0.0,0.0,0.0
FR,133.94746354793762,8.426681933495062e-06,4.342374881631375e-05,113.19307657165271,0.000743495752588514,3409.524528683646,118900.0,0.0
IE,0.0,3.498293888799277e-06,1.4942212372398205e-05,10.831118030809035,0.4008530578980676,0.0,0.0,0.0
IT,144.4,4.025951436791732e-06,2.0394541786628275e-05,108.31492799394805,140.08856740188634,0.0,0.0,0.0
NL,0.0,3.73051036211072e-06,1.7805033968436187e-05,17.77842714497012,58.65759738004589,0.0,0.0,0.0
PT,94.0,3.4196065666491175e-06,1.555181823373561e-05,10.277324876060286,0.23042512253981776,0.0,0.0,0.0
UK,56.0,3.507847127138605e-06,1.500372254151406e-05,135.46233727032347,5.747481820347521,0.0,0.0,0.0
