,FR,BE,DE,CH,IT,ES,UK,NL,IE,PT
total system cost [1e9€],401.7242286536357,401.7242286536357,401.7242286536357,401.7242286536357,401.7242286536357,401.7242286536357,401.7242286536357,401.7242286536357,401.7242286536357,401.7242286536357
elec_demand_tot [TWh],504.44572077934015,113.91092103674711,645.664246017894,69.72219359441597,411.2201036720052,335.59367621018237,517.9791464418241,200.19011664219224,43.97153201142844,73.44042010220018
H2_demand_tot [TWh],49.764499999999984,25.89999999999999,148.40000000000003,5.5,30.300000000000008,58.6,56.29999999999998,44.39999999999999,19.200000000000006,7.399999999999999
CH4_demand_tot [TWh],132.3532014553017,41.0,111.99999999999999,6.999999999999999,99.0,84.0,87.0,75.0,7.9999999999999964,12.0
elec_price_weighted_by_demand [€/MWh],135.6178627760819,134.50866264116655,135.25616906494943,136.0853032680399,149.05224263082403,122.45870884885318,137.07679377387208,142.88358095157918,138.97290148341636,122.75249226786846
CH4_price_weighted_by_demand [€/MWh],175.00000000497621,175.00000009441834,175.00000001827766,175.00000006831576,175.00000021459888,175.00000002688557,175.00000004651756,175.00000003126354,175.00000001826106,175.00000007742491
H2_price_weighted_by_demand [€/MWh],125.30101618359826,125.30101618359828,125.30101618359822,125.3010161835982,125.30101618359815,125.30101618359825,125.30101618359825,125.30101618359824,125.30101618359816,125.30101618359822
load_shifted [TWh],22.916240911112777,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
load_shifted [%],4.542855646730134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
attributed_cost [1e9€],65.55195689463154,13.939072066205307,96.46644414719948,8.638572881517943,48.948647387551084,42.448994518213084,74.53336024996113,40.28827349403574,15.531861403026157,9.769346012851353
primary_gene_elec [TWh],652.1944423088867,115.84695104167942,946.5967907888472,104.31465720767598,472.8373651345999,500.2989623870703,650.2479239433912,327.4639855226188,194.12953590342676,116.23515763244163
