year,area,dual
2054,FR,-2.499999779236539
2054,BE,-1.891800693848642e-08
2054,DE,-1.1608952130548494e-08
2054,CH,-2.390686404396547e-08
2054,IT,-1.1442037204996955e-08
2054,ES,-4.9768505362808965e-08
2054,UK,-2.12081874609362e-08
2054,NL,-4.587367009516314e-09
2054,IE,-3.3089122553064954e-09
2054,PT,-2.5049132545973407e-08
