direction,partner,congestion_rent_M€yr,cap_gw,mean_util_pct,mean_flow_gw,pct_hours_at_full,pct_hours_idle,energy_twh
FR→DE,DE,1477.379584682495,12.6,27.158185077852274,3.421931319809386,15.878995433789955,59.178082191780824,29.976118361530222
DE→FR,DE,1780.6296533438253,11.0,35.42091971828093,3.896301169010902,25.764840182648403,53.299086757990864,34.1315982405355
FR→CH,CH,633.7463677053947,3.3,37.18290683816588,1.227035925659474,26.301369863013697,52.45433789954338,10.748834708776993
CH→FR,CH,470.2334040292084,2.0,34.91526459547004,0.6983052919094009,28.755707762557076,57.67123287671233,6.117154357126352
FR→IT,IT,1191.5061809841707,3.1,45.92197943698631,1.4235813625465756,38.573059360730596,45.93607305936073,12.470572735908004
IT→FR,IT,721.9908918484116,3.1,33.35294629307236,1.0339413350852433,27.031963470319635,60.5593607305936,9.057326095346733
FR→ES,ES,906.4687214234773,10.2,24.39134880773417,2.4879175783888856,14.189497716894978,61.381278538812786,21.79415798668664
ES→FR,ES,1605.827831207922,9.5,36.67846884364747,3.484454540146509,25.410958904109588,48.83561643835617,30.52382177168342
FR→UK,UK,2316.177720617625,9.8,31.64051817988442,3.100770781628673,23.573059360730593,58.150684931506845,27.162752047067176
UK→FR,UK,2450.7074650127115,9.5,37.68635488735208,3.5802037142984475,29.691780821917806,53.19634703196348,31.3625845372544
