,FR,BE,DE,CH,IT,ES,UK,NL,IE,PT
total system cost [1e9€],428.99113285640567,428.99113285640567,428.99113285640567,428.99113285640567,428.99113285640567,428.99113285640567,428.99113285640567,428.99113285640567,428.99113285640567,428.99113285640567
elec_demand_tot [TWh],509.5121980317193,114.81688316712165,650.9044972908436,70.66457602009321,409.38329150974454,336.59559197093864,546.5137373903752,210.90784798628965,47.225313819426006,73.06972668169927
H2_demand_tot [TWh],49.764499999999984,25.89999999999999,148.40000000000003,5.5,30.300000000000008,58.6,56.29999999999998,44.39999999999999,19.200000000000006,7.399999999999999
CH4_demand_tot [TWh],137.79140740387564,41.0,111.99999999999999,6.999999999999999,99.0,84.0,87.0,75.0,7.9999999999999964,12.0
elec_price_weighted_by_demand [€/MWh],164.96592546761244,159.22946491537226,159.6524065133336,165.6588376217621,181.61150099458425,152.88929187065673,173.29160914573364,169.32413331292747,177.11546202447494,152.45040703386107
CH4_price_weighted_by_demand [€/MWh],175.0000000028341,175.00000000655848,175.01749963062173,175.00000003650518,175.00000006875746,175.00000002290767,175.0000000830422,175.00000013565986,175.00000001000893,175.00000001487595
H2_price_weighted_by_demand [€/MWh],151.2507680244256,151.25076802442564,151.25076802442555,151.25076802442558,151.25076802442555,151.2507680244256,151.25076802442558,151.25076802442555,151.2507680244255,151.25076802442558
load_shifted [TWh],26.636066714854106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
load_shifted [%],5.227758396707884,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
attributed_cost [1e9€],67.49228706537298,18.104022409280102,96.18592280096111,9.2031858076141,53.012506338024245,42.674766024167795,82.56679000391514,49.8329054762202,13.685542524392789,9.520807922735361
primary_gene_elec [TWh],647.247069501191,110.90018874788733,921.7870518431216,101.03700291835747,466.5770758986154,481.9848893220937,634.9318449482998,337.9470777137336,179.62111659876888,111.51835117735749
gene_elec [TWh],651.9534470950489,123.58462735110022,972.3953260185891,104.94898403105874,502.92366230994344,496.5107054808193,701.9193551420994,356.8728198836087,182.05158383572677,112.83075419591114
gene_curtailed [TWh],5.9618042949922225,4.928184263103136,9.314398785198374,1.5173917684204266,7.126900656105098,3.9615598769967444,2.62145522184309,5.340723170385702,2.469389115871815,3.2601985313319766
gene_curtailed [%],0.9211017825985308,4.443801510840097,1.0104718618659427,1.5018178732464467,1.527486244877949,0.8219261567657512,0.41287190785910977,1.580343054455909,1.3747766201608949,2.9234637141890616
