year,area,dual
2059,FR,-171.12499998208503
2059,BE,-171.1600072443635
2059,DE,-171.1425028771943
2059,CH,-171.142502830795
2059,IT,-185.63120674318873
2059,ES,-171.14250274701433
2059,UK,-171.1425028844327
2059,NL,-171.14250280608135
2059,IE,-171.125000002176
2059,PT,-171.12500002011188
