area,tech,dual
FR,phs,163.2109683466877
FR,battery_1h,0.0
FR,battery_2h,0.0
FR,battery_4h,36.13197814405917
FR,battery_8h,0.0
FR,h2_saltcavern,2.5
FR,ch4_reservoir,0.0
FR,str_dummy,0.0
BE,phs,142.65519584713456
BE,battery_1h,0.0
BE,battery_2h,0.0
BE,battery_4h,31.261170932062242
BE,battery_8h,51.924290555720034
BE,h2_saltcavern,0.0
BE,ch4_reservoir,0.0
BE,str_dummy,0.0
DE,phs,142.49534894479848
DE,battery_1h,0.0
DE,battery_2h,0.0
DE,battery_4h,31.262026906823344
DE,battery_8h,51.92609966783275
DE,h2_saltcavern,0.0
DE,ch4_reservoir,0.0
DE,str_dummy,0.0
CH,phs,178.79714139708182
CH,battery_1h,0.0
CH,battery_2h,0.0
CH,battery_4h,46.579768856477486
CH,battery_8h,0.0
CH,h2_saltcavern,0.0
CH,ch4_reservoir,0.0
CH,str_dummy,0.0
IT,phs,134.94216615612368
IT,battery_1h,0.0
IT,battery_2h,0.0
IT,battery_4h,13.57449139411597
IT,battery_8h,21.97593029697457
IT,h2_saltcavern,0.0
IT,ch4_reservoir,0.0
IT,str_dummy,0.0
ES,phs,154.2027296679055
ES,battery_1h,0.0
ES,battery_2h,0.0
ES,battery_4h,32.218781101609345
ES,battery_8h,55.346503842754984
ES,h2_saltcavern,0.0
ES,ch4_reservoir,0.0
ES,str_dummy,0.0
UK,phs,184.61059952907098
UK,battery_1h,0.0
UK,battery_2h,0.0
UK,battery_4h,56.66930875286368
UK,battery_8h,97.17520213880641
UK,h2_saltcavern,0.0
UK,ch4_reservoir,0.0
UK,str_dummy,0.0
NL,phs,0.0
NL,battery_1h,0.0
NL,battery_2h,0.0
NL,battery_4h,31.261485123139124
NL,battery_8h,51.92486865711784
NL,h2_saltcavern,0.0
NL,ch4_reservoir,0.0
NL,str_dummy,0.0
IE,phs,0.0
IE,battery_1h,0.0
IE,battery_2h,0.0
IE,battery_4h,56.67266549402941
IE,battery_8h,0.0
IE,h2_saltcavern,0.0
IE,ch4_reservoir,0.0
IE,str_dummy,0.0
PT,phs,150.26663474929288
PT,battery_1h,0.0
PT,battery_2h,0.0
PT,battery_4h,32.22254308113863
PT,battery_8h,0.0
PT,h2_saltcavern,0.0
PT,ch4_reservoir,0.0
PT,str_dummy,0.0
