area,tech,dual
FR,ch4_ocgt,79.35756583084566
FR,ch4_ccgt,120.08463655628807
FR,h2_ccgt,0.0
FR,electrolysis,67.31697001781852
FR,methanation,205.16864990581308
FR,ocgt_coge,449.2052588262391
BE,ch4_ocgt,79.35756590516104
BE,ch4_ccgt,120.08482379543979
BE,h2_ccgt,103.5529858623742
BE,electrolysis,58.156139535985055
BE,methanation,194.8193213212352
BE,ocgt_coge,458.8890444353863
DE,ch4_ocgt,79.35756590516104
DE,ch4_ccgt,120.08482379543979
DE,h2_ccgt,103.57456643167293
DE,electrolysis,58.15640043610091
DE,methanation,194.86239906702605
DE,ocgt_coge,0.0
CH,ch4_ocgt,79.35756590516104
CH,ch4_ccgt,120.04636216381562
CH,h2_ccgt,75.51215435681137
CH,electrolysis,75.17894017922394
CH,methanation,215.41283156476413
CH,ocgt_coge,0.0
IT,ch4_ocgt,79.35756590516104
IT,ch4_ccgt,120.08482379543979
IT,h2_ccgt,53.654353584264115
IT,electrolysis,36.91873809469147
IT,methanation,122.26791323744477
IT,ocgt_coge,469.66063114354046
ES,ch4_ocgt,79.35756590516104
ES,ch4_ccgt,120.08482379543979
ES,h2_ccgt,100.88805081423817
ES,electrolysis,61.88800538798502
ES,methanation,199.36737297798763
ES,ocgt_coge,0.0
UK,ch4_ocgt,79.35756590516104
UK,ch4_ccgt,120.08137038623612
UK,h2_ccgt,99.93263061234816
UK,electrolysis,79.2230190852119
UK,methanation,220.2950390103827
UK,ocgt_coge,447.0148686985454
NL,ch4_ocgt,79.35756590516104
NL,ch4_ccgt,120.0840944744297
NL,h2_ccgt,103.5721072011643
NL,electrolysis,58.160553647585964
NL,methanation,194.86741304332458
NL,ocgt_coge,458.84721158824664
IE,ch4_ocgt,79.35756590516104
IE,ch4_ccgt,120.08119559696436
IE,h2_ccgt,99.961796040151
IE,electrolysis,79.22606219299205
IE,methanation,220.30478602800486
IE,ocgt_coge,446.9746885415401
PT,ch4_ocgt,79.35756590516104
PT,ch4_ccgt,120.08482379543979
PT,h2_ccgt,100.91217577334523
PT,electrolysis,61.891765975345734
PT,methanation,199.38671979088284
PT,ocgt_coge,0.0
