area,tech,dual
FR,offshore_float,-0.0
FR,offshore_ground,-0.0
FR,onshore,-164.46593107915993
FR,pv_ground,-70.1157839333067
FR,pv_roof_com,-41.847005277659804
FR,pv_roof_indiv,-0.0
FR,river,-634.9065742088102
FR,lake,-0.0
FR,nuclear,-334.2692607087188
FR,methanization,-0.0
FR,pyrogazification,-0.0
FR,natural_gas,-0.0
FR,coal,-0.0
FR,biomass_coge,-362.1641689147809
FR,geothermal_coge,-470.2832193968202
FR,waste,-233.35745127214977
FR,marine,-100.75083825462956
FR,rsv_dummy,-0.0
BE,offshore_float,-0.0
BE,offshore_ground,-0.0
BE,onshore,-207.99488836041212
BE,pv_ground,-36.48021249952594
BE,pv_roof_com,-15.318718663424285
BE,pv_roof_indiv,-0.0
BE,river,-146.2522253570272
BE,lake,-1030.8913436700193
BE,nuclear,-1095.168556577456
BE,methanization,-0.0
BE,pyrogazification,-0.0
BE,coal,-0.0
BE,biomass_coge,-178.31597658983478
BE,geothermal_coge,-658.8709361236442
BE,waste,-218.12388887358173
BE,marine,-749.7368967257848
BE,rsv_dummy,-0.0
DE,offshore_float,-13.863731957407687
DE,offshore_ground,-20.135715724036327
DE,onshore,-199.29773264882394
DE,pv_ground,-41.95742893860522
DE,pv_roof_com,-20.44301965052721
DE,pv_roof_indiv,-0.0
DE,river,-476.3967935147435
DE,lake,-0.0
DE,nuclear,-1094.9896708279084
DE,methanization,-0.0
DE,pyrogazification,-0.0
DE,coal,-0.0
DE,biomass_coge,-178.28653971969985
DE,geothermal_coge,-408.5815385813871
DE,waste,-1245.450818427484
DE,marine,-749.6724068096555
DE,rsv_dummy,-0.0
CH,offshore_float,-0.0
CH,offshore_ground,-0.0
CH,onshore,-69.48734594425237
CH,pv_ground,-61.5325450790163
CH,pv_roof_com,-35.077597322393004
CH,pv_roof_indiv,-0.0
CH,river,-281.82961077634906
CH,lake,-0.0
CH,nuclear,-1095.3474558322105
CH,methanization,-0.0
CH,pyrogazification,-0.0
CH,coal,-0.0
CH,biomass_coge,-448.2242252400363
CH,geothermal_coge,-686.0721771118676
CH,waste,-1272.7165493318412
CH,marine,-776.9381377140121
CH,rsv_dummy,-0.0
IT,offshore_float,-0.0
IT,offshore_ground,-0.0
IT,onshore,-158.81242949280343
IT,pv_ground,-98.42460132660395
IT,pv_roof_com,-65.84252699168077
IT,pv_roof_indiv,-6.84849529067425
IT,river,-243.06769013040488
IT,lake,-0.0
IT,nuclear,-1243.0644842673207
IT,methanization,-0.0
IT,pyrogazification,-0.0
IT,coal,-0.0
IT,biomass_coge,-335.28460635112657
IT,geothermal_coge,-577.2578064265238
IT,waste,-258.69759339704467
IT,marine,-960.7581447883454
IT,rsv_dummy,-0.0
ES,offshore_float,-0.0
ES,offshore_ground,-0.0
ES,onshore,-159.05374158428657
ES,pv_ground,-93.68436411610048
ES,pv_roof_com,-64.46562372660361
ES,pv_roof_indiv,-1.3617434846241272
ES,river,-274.986351199539
ES,lake,-0.0
ES,nuclear,-1094.9897187188974
ES,methanization,-0.0
ES,pyrogazification,-0.0
ES,coal,-0.0
ES,biomass_coge,-196.3350892996017
ES,geothermal_coge,-392.6861817896317
ES,waste,-215.8002520659055
ES,marine,-57.14107462147062
ES,rsv_dummy,-0.0
UK,offshore_float,-23.789281202077042
UK,offshore_ground,-8.79008236339981
UK,onshore,-284.3070220775996
UK,pv_ground,-63.916502627298314
UK,pv_roof_com,-36.60537767610809
UK,pv_roof_indiv,-0.0
UK,river,-184.6511844568329
UK,lake,-1127.2277516771983
UK,nuclear,-1095.7053176223442
UK,methanization,-0.0
UK,pyrogazification,-0.0
UK,coal,-0.0
UK,biomass_coge,-200.22814334514374
UK,geothermal_coge,-755.2073441308235
UK,waste,-1341.851716350794
UK,marine,-846.0733047329657
UK,rsv_dummy,-0.0
NL,offshore_float,-0.5611040966774326
NL,offshore_ground,-0.0
NL,onshore,-206.4778026438699
NL,pv_ground,-38.420645464545814
NL,pv_roof_com,-15.80280113797461
NL,pv_roof_indiv,-0.0
NL,river,-241.44357783686098
NL,lake,-1030.8315233748622
NL,nuclear,-1095.168556256017
NL,methanization,-0.0
NL,pyrogazification,-0.0
NL,coal,-0.0
NL,biomass_coge,-178.28747223681447
NL,geothermal_coge,-658.8111158284852
NL,waste,-1245.455488048458
NL,marine,-749.6770764306283
NL,rsv_dummy,-0.0
IE,offshore_float,-0.0
IE,offshore_ground,-0.0
IE,onshore,-318.83774544101897
IE,pv_ground,-62.54623114673703
IE,pv_roof_com,-35.398949084198456
IE,pv_roof_indiv,-0.0
IE,river,-281.59094527555015
IE,lake,-1127.1531529076017
IE,nuclear,-1095.526378755482
IE,methanization,-0.0
IE,pyrogazification,-0.0
IE,coal,-0.0
IE,biomass_coge,-200.19866477859023
IE,geothermal_coge,-755.132745361226
IE,waste,-1341.7771175811984
IE,marine,-845.9987059633679
IE,rsv_dummy,-0.0
PT,offshore_float,-0.0
PT,offshore_ground,-5.038403819724672
PT,onshore,-167.77465891776836
PT,pv_ground,-91.2694117456112
PT,pv_roof_com,-63.784895326822436
PT,pv_roof_indiv,-0.0
PT,river,-0.0
PT,lake,-0.0
PT,nuclear,-1094.8108516315294
PT,methanization,-0.0
PT,pyrogazification,-0.0
PT,coal,-0.0
PT,biomass_coge,-196.3150232268385
PT,geothermal_coge,-638.8798916337037
PT,waste,-1225.5242638536752
PT,marine,-729.7458522358454
PT,rsv_dummy,-0.0
