year,area,dual
2059,FR,-130.59999985367378
2059,BE,-130.63500724436346
2059,DE,-130.61750287719428
2059,CH,-130.61750283079496
2059,IT,-145.1062067431887
2059,ES,-130.61750274701433
2059,UK,-130.6175028844327
2059,NL,-130.61750280608138
2059,IE,-130.600000002176
2059,PT,-130.60000002011188
