technology,installed_power_GW,energy_capacity_GWh,annual_generation_TWh_yr,storage_loss_TWh_yr,annual_profit_M€_yr
biomass_coge,0.03,,0.10517728319999996,,5.678992307904519
methanization,1.5981735159788428,,13.999999999974664,,1841.6875195283073
offshore_float,16.4,,58.508098816399986,,-1409.6648393770683
offshore_ground,10.0,,31.126269,,-1214.9115544669494
onshore,18.4,,65.880429408,,4755.368016977539
pv_ground,5.9,,5.886149868,,273.53784381852864
pv_roof_com,8.4,,7.287053592000001,,178.02257642725715
pv_roof_indiv,3.6,,3.5051806080000008,,-144.0480077450825
pyrogazification,0.22831050227696467,,1.9999999999462097,,126.8960024467263
river,0.2,,0.736683292193867,,115.71706186822811
ch4_ocgt,1.6668751350413247,,0.20323569206147465,0.30485353809221205,0.0
electrolysis,23.465536272531903,,73.96754966202103,36.11795235762598,0.0
h2_ccgt,1.515659329376231,,1.1520198393962469,0.7680132262641646,0.0
battery_4h,2.311711934449813,9.246847737799252,1.6330707831572817,0.18145230923961475,0.0
battery_8h,1.4640593997092028,11.712475197673623,1.6795262478567485,0.1866140275394752,0.0
