,FR,BE,DE,CH,IT,ES,UK,NL,IE,PT
total system cost [1e9€],425.4675967108918,425.4675967108918,425.4675967108918,425.4675967108918,425.4675967108918,425.4675967108918,425.4675967108918,425.4675967108918,425.4675967108918,425.4675967108918
elec_demand_tot [TWh],503.85639124534936,114.07801107924442,645.5014092860828,69.48454181377205,407.02750031312013,335.14241331607786,524.7165356487839,202.83549043942912,44.40554023994395,73.46867531165385
H2_demand_tot [TWh],49.764499999999984,25.89999999999999,148.40000000000003,5.5,30.300000000000008,58.6,56.29999999999998,44.39999999999999,19.200000000000006,7.399999999999999
CH4_demand_tot [TWh],132.12155327933843,41.0,111.99999999999999,6.999999999999999,99.0,84.0,87.0,75.0,7.9999999999999964,12.0
elec_price_weighted_by_demand [€/MWh],151.9414227008564,141.7788371107629,142.90076539412476,136.61334201606653,163.3901378912599,137.51007750797245,147.81978874723043,151.67536277090718,150.2074352406421,136.7055353514755
CH4_price_weighted_by_demand [€/MWh],175.00000003077818,175.00000005489545,175.00251367517797,175.00000069337102,175.00000031200165,175.00000020482804,175.00000061311079,175.000000156282,175.00000018431052,175.0000000446954
H2_price_weighted_by_demand [€/MWh],130.0524591634987,130.05245916349864,130.0524591634986,130.0524591634986,130.0524591634986,130.05245916349867,130.05245916349864,130.05245916349867,130.05245916349864,130.05245916349867
load_shifted [TWh],23.616470991273335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
load_shifted [%],4.687143281620786,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
attributed_cost [1e9€],68.05092092728665,17.199705201638235,97.35395239267305,8.719810546695522,52.61088074588266,42.777527117124336,80.08903310416535,47.58500620706873,14.237600888188405,9.39890604138244
primary_gene_elec [TWh],638.3053062439085,112.0180871369931,941.2850230684106,104.43778658546897,448.82453415372225,476.6600124472088,638.5607413027715,325.2000497431036,173.03504186779384,107.68597274585571
gene_elec [TWh],642.5971133709917,127.61643194963925,994.0453671174095,107.47531042246052,490.40001057734247,494.16262607638714,684.8693877601904,349.2173275964931,174.39029739925158,109.02654882767476
