area,phs,battery_1h,battery_2h,battery_4h,battery_8h,h2_saltcavern,ch4_reservoir,str_dummy
BE,0.0,0.00011985292828283418,0.00048269728925430706,452.93284138189637,318.06990273025895,0.0,0.0,0.0
CH,0.0,0.00013344554109859355,0.0008922761019807257,5.082427543154428,0.0002449155391569163,0.0,0.0,0.0
DE,0.0,0.0001153294999475789,0.00045918992936089075,2311.66683635155,1512.5623464529017,0.0,0.0,0.0
ES,0.0,0.00011106711529698574,0.0004024496061570176,1686.8945220766445,316.26474031517296,0.0,0.0,0.0
FR,7.5419103014878145e-06,0.00024694402357277776,0.0011447785200126056,1438.2901134064846,40.68291673940051,79.56487594804983,0.0,0.0
IE,0.0,0.00010829542214770287,0.0003524092134009923,153.9111821883745,182.76642975485643,0.0,0.0,0.0
IT,0.0,0.00012219896015299857,0.0004614884536706473,1804.5053853950644,2136.749511452695,0.0,0.0,0.0
NL,0.0,0.00011962534676621152,0.00048118796025505353,411.7434480383885,352.72938112327523,0.0,0.0,0.0
PT,0.0,0.00011087286627216872,0.0004014279939806881,75.81459982497746,2.177270027150749,0.0,0.0,0.0
UK,0.0,0.00010859512676796624,0.0003537173235872623,1551.3283200671642,1089.3172599773402,0.0,0.0,0.0
