area,peak_gw,peak_gw_pre_dsm,min_gw,mean_residual_gw,mean_demand_gw,mean_vre_gw,vre_coverage_pct,hours_negative,pct_negative,peak_hour,positive_area_GWh,negative_area_GWh
FR,63.93547344671174,71.46492726251067,-150.26016008877923,-11.490555705802372,57.51785288188919,69.00840858769156,119.97737246798452,4823,55.05707762557077,427,82397.82936243065,183055.09734525942
BE,18.195605079305306,18.195605079305306,-40.061164163923905,0.4974916043988854,13.022604004479957,12.52511240008107,96.1797839800109,3737,42.65981735159817,426,37689.42479038976,33331.398335855534
DE,103.26664710036931,103.26664710036931,-335.4492354874955,-33.517272408339075,73.68737548927885,107.20464789761793,145.48577308634867,5298,60.47945205479452,8250,114292.65813297284,407903.96443002316
CH,9.575882236171138,9.575882236171138,-39.255746841799166,-2.430416408024894,7.932025321206855,10.362441729231747,130.64055281728608,3761,42.9337899543379,8250,19597.41810024692,40887.865834544995
IT,65.2198180921533,65.2198180921533,-159.67878876885544,-1.7005619819837043,46.46432651976257,48.164888501746276,103.65993033657857,3594,41.02739726027397,8394,133049.81370058784,147946.7366627651
ES,48.20241790322622,48.20241790322622,-141.0210395012756,-13.074086308048805,38.25826636028286,51.33235266833167,134.17323248504914,4619,52.72831050228311,428,71716.05453007895,186245.05058858648
UK,95.69200808454823,95.69200808454823,-123.05310936723143,-12.891857214564789,59.899147905112315,72.79100511967711,121.52260535489935,5067,57.842465753424655,1050,97437.02979575704,210369.6989953446
NL,41.73795319332426,41.73795319332426,-84.52887452888956,-13.908524302245944,23.154736351533003,37.063260653778954,160.0677290861276,6074,69.337899543379,8225,33911.3319363794,155750.00482405387
IE,8.548406027517782,8.548406027517782,-45.67834402608044,-14.67172652336186,5.069125598167118,19.74085212152898,389.4330834624975,7390,84.3607305936073,931,2894.802807588735,131419.12715223865
PT,11.755681802155161,11.755681802155161,-32.131528994153484,-2.902566357706897,8.386835081239026,11.289401438945923,134.6086018097555,4793,54.71461187214612,428,18864.25190214159,44290.733195654015
